ID,Organisation,Country,Latitude,Longitude
2501,RVSN USSR,Russia,61.52401,105.318756
2502,ISRO,India,20.593684,78.96288
2503,RVSN USSR,Russia,61.52401,105.318756
2504,CASC,China,35.86166,104.195397
2505,RVSN USSR,Russia,61.52401,105.318756
2506,RVSN USSR,Russia,61.52401,105.318756
2507,RVSN USSR,Russia,61.52401,105.318756
2508,RVSN USSR,Russia,61.52401,105.318756
2509,RVSN USSR,Russia,61.52401,105.318756
2510,General Dynamics,USA,37.09024,-95.712891
2511,Martin Marietta,USA,37.09024,-95.712891
2512,RVSN USSR,Russia,61.52401,105.318756
2513,RVSN USSR,Russia,61.52401,105.318756
2514,RVSN USSR,Russia,61.52401,105.318756
2515,US Air Force,USA,37.09024,-95.712891
2516,General Dynamics,USA,37.09024,-95.712891
2517,RVSN USSR,Kazakhstan,48.019573,66.923684
2518,RVSN USSR,Kazakhstan,48.019573,66.923684
2519,RVSN USSR,Russia,61.52401,105.318756
2520,RVSN USSR,Russia,61.52401,105.318756
2521,RVSN USSR,Russia,61.52401,105.318756
2522,RVSN USSR,Russia,61.52401,105.318756
2523,RVSN USSR,Russia,61.52401,105.318756
2524,Martin Marietta,USA,37.09024,-95.712891
2525,RVSN USSR,Russia,61.52401,105.318756
2526,RVSN USSR,Russia,61.52401,105.318756
2527,RVSN USSR,Russia,61.52401,105.318756
2528,General Dynamics,USA,37.09024,-95.712891
2529,RVSN USSR,Russia,61.52401,105.318756
2530,RVSN USSR,Russia,61.52401,105.318756
2531,RVSN USSR,Russia,61.52401,105.318756
2532,MHI,Japan,36.204824,138.252924
2533,RVSN USSR,Kazakhstan,48.019573,66.923684
2534,RVSN USSR,Russia,61.52401,105.318756
2535,RVSN USSR,Russia,61.52401,105.318756
2536,RVSN USSR,Russia,61.52401,105.318756
2537,RVSN USSR,Russia,61.52401,105.318756
2538,RVSN USSR,Russia,61.52401,105.318756
2539,RVSN USSR,Russia,61.52401,105.318756
2540,RVSN USSR,Russia,61.52401,105.318756
2541,RVSN USSR,Russia,61.52401,105.318756
2542,RVSN USSR,Russia,61.52401,105.318756
2543,RVSN USSR,Russia,61.52401,105.318756
2544,RVSN USSR,Russia,61.52401,105.318756
2545,Martin Marietta,USA,37.09024,-95.712891
2546,General Dynamics,USA,37.09024,-95.712891
2547,RVSN USSR,Kazakhstan,48.019573,66.923684
2548,RVSN USSR,Russia,61.52401,105.318756
2549,RVSN USSR,Russia,61.52401,105.318756
2550,RVSN USSR,Russia,61.52401,105.318756
2551,RVSN USSR,Russia,61.52401,105.318756
2552,RVSN USSR,Russia,61.52401,105.318756
2553,RVSN USSR,Russia,61.52401,105.318756
2554,General Dynamics,USA,37.09024,-95.712891
2555,RVSN USSR,Russia,61.52401,105.318756
2556,RVSN USSR,Kazakhstan,48.019573,66.923684
2557,RVSN USSR,Russia,61.52401,105.318756
2558,RVSN USSR,Russia,61.52401,105.318756
2559,RVSN USSR,Russia,61.52401,105.318756
2560,General Dynamics,USA,37.09024,-95.712891
2561,RVSN USSR,Russia,61.52401,105.318756
2562,RVSN USSR,Russia,61.52401,105.318756
2563,General Dynamics,USA,37.09024,-95.712891
2564,RVSN USSR,Russia,61.52401,105.318756
2565,RVSN USSR,Russia,61.52401,105.318756
2566,RVSN USSR,Russia,61.52401,105.318756
2567,RVSN USSR,Russia,61.52401,105.318756
2568,ISAS,Japan,36.204824,138.252924
2569,RVSN USSR,Russia,61.52401,105.318756
2570,RVSN USSR,Russia,61.52401,105.318756
2571,RVSN USSR,Russia,61.52401,105.318756
2572,RVSN USSR,Russia,61.52401,105.318756
2573,General Dynamics,USA,37.09024,-95.712891
2574,RVSN USSR,Russia,61.52401,105.318756
2575,Martin Marietta,USA,37.09024,-95.712891
2576,RVSN USSR,Russia,61.52401,105.318756
2577,RVSN USSR,Russia,61.52401,105.318756
2578,General Dynamics,USA,37.09024,-95.712891
2579,RVSN USSR,Russia,61.52401,105.318756
2580,RVSN USSR,Russia,61.52401,105.318756
2581,General Dynamics,USA,37.09024,-95.712891
2582,RVSN USSR,Russia,61.52401,105.318756
2583,Martin Marietta,USA,37.09024,-95.712891
2584,RVSN USSR,Russia,61.52401,105.318756
2585,Martin Marietta,USA,37.09024,-95.712891
2586,RVSN USSR,Kazakhstan,48.019573,66.923684
2587,RVSN USSR,Russia,61.52401,105.318756
2588,RVSN USSR,Russia,61.52401,105.318756
2589,RVSN USSR,Russia,61.52401,105.318756
2590,RVSN USSR,Russia,61.52401,105.318756
2591,General Dynamics,USA,37.09024,-95.712891
2592,RVSN USSR,Kazakhstan,48.019573,66.923684
2593,RVSN USSR,Russia,61.52401,105.318756
2594,RVSN USSR,Russia,61.52401,105.318756
2595,General Dynamics,USA,37.09024,-95.712891
2596,RVSN USSR,Russia,61.52401,105.318756
2597,RVSN USSR,Russia,61.52401,105.318756
2598,RVSN USSR,Russia,61.52401,105.318756
2599,RVSN USSR,Russia,61.52401,105.318756
2600,CASC,China,35.86166,104.195397
2601,General Dynamics,USA,37.09024,-95.712891
2602,RVSN USSR,Kazakhstan,48.019573,66.923684
2603,General Dynamics,USA,37.09024,-95.712891
2604,RVSN USSR,Russia,61.52401,105.318756
2605,RVSN USSR,Kazakhstan,48.019573,66.923684
2606,RVSN USSR,Russia,61.52401,105.318756
2607,Martin Marietta,USA,37.09024,-95.712891
2608,RVSN USSR,Russia,61.52401,105.318756
2609,Martin Marietta,USA,37.09024,-95.712891
2610,RVSN USSR,Russia,61.52401,105.318756
2611,RVSN USSR,Russia,61.52401,105.318756
2612,RVSN USSR,Kazakhstan,48.019573,66.923684
2613,RVSN USSR,Russia,61.52401,105.318756
2614,RVSN USSR,Russia,61.52401,105.318756
2615,Martin Marietta,USA,37.09024,-95.712891
2616,General Dynamics,USA,37.09024,-95.712891
2617,RVSN USSR,Russia,61.52401,105.318756
2618,MHI,Japan,36.204824,138.252924
2619,RVSN USSR,Kazakhstan,48.019573,66.923684
2620,General Dynamics,USA,37.09024,-95.712891
2621,RVSN USSR,Russia,61.52401,105.318756
2622,ISAS,Japan,36.204824,138.252924
2623,RVSN USSR,Russia,61.52401,105.318756
2624,CASC,China,35.86166,104.195397
2625,RVSN USSR,Kazakhstan,48.019573,66.923684
2626,RVSN USSR,Russia,61.52401,105.318756
2627,RVSN USSR,Russia,61.52401,105.318756
2628,RVSN USSR,Russia,61.52401,105.318756
2629,RVSN USSR,Russia,61.52401,105.318756
2630,RVSN USSR,Russia,61.52401,105.318756
2631,General Dynamics,USA,37.09024,-95.712891
2632,RVSN USSR,Russia,61.52401,105.318756
2633,RVSN USSR,Kazakhstan,48.019573,66.923684
2634,RVSN USSR,Russia,61.52401,105.318756
2635,RVSN USSR,Russia,61.52401,105.318756
2636,RVSN USSR,Kazakhstan,48.019573,66.923684
2637,RVSN USSR,Russia,61.52401,105.318756
2638,RVSN USSR,Russia,61.52401,105.318756
2639,RVSN USSR,Russia,61.52401,105.318756
2640,RVSN USSR,Russia,61.52401,105.318756
2641,RVSN USSR,Kazakhstan,48.019573,66.923684
2642,General Dynamics,USA,37.09024,-95.712891
2643,RVSN USSR,Kazakhstan,48.019573,66.923684
2644,General Dynamics,USA,37.09024,-95.712891
2645,RVSN USSR,Russia,61.52401,105.318756
2646,RVSN USSR,Russia,61.52401,105.318756
2647,RVSN USSR,Russia,61.52401,105.318756
2648,RVSN USSR,Russia,61.52401,105.318756
2649,RVSN USSR,Russia,61.52401,105.318756
2650,RVSN USSR,Russia,61.52401,105.318756
2651,RVSN USSR,Kazakhstan,48.019573,66.923684
2652,RVSN USSR,Russia,61.52401,105.318756
2653,RVSN USSR,Russia,61.52401,105.318756
2654,RVSN USSR,Russia,61.52401,105.318756
2655,RVSN USSR,Kazakhstan,48.019573,66.923684
2656,RVSN USSR,Kazakhstan,48.019573,66.923684
2657,General Dynamics,USA,37.09024,-95.712891
2658,RVSN USSR,Russia,61.52401,105.318756
2659,RVSN USSR,Russia,61.52401,105.318756
2660,US Air Force,USA,37.09024,-95.712891
2661,RVSN USSR,Kazakhstan,48.019573,66.923684
2662,RVSN USSR,Russia,61.52401,105.318756
2663,RVSN USSR,Kazakhstan,48.019573,66.923684
2664,RVSN USSR,Russia,61.52401,105.318756
2665,RVSN USSR,Kazakhstan,48.019573,66.923684
2666,CASC,China,35.86166,104.195397
2667,RVSN USSR,Russia,61.52401,105.318756
2668,RVSN USSR,Russia,61.52401,105.318756
2669,RVSN USSR,Russia,61.52401,105.318756
2670,Martin Marietta,USA,37.09024,-95.712891
2671,RVSN USSR,Russia,61.52401,105.318756
2672,RVSN USSR,Russia,61.52401,105.318756
2673,RVSN USSR,Russia,61.52401,105.318756
2674,RVSN USSR,Russia,61.52401,105.318756
2675,RVSN USSR,Russia,61.52401,105.318756
2676,RVSN USSR,Kazakhstan,48.019573,66.923684
2677,Martin Marietta,USA,37.09024,-95.712891
2678,General Dynamics,USA,37.09024,-95.712891
2679,RVSN USSR,Kazakhstan,48.019573,66.923684
2680,RVSN USSR,Russia,61.52401,105.318756
2681,RVSN USSR,Russia,61.52401,105.318756
2682,RVSN USSR,Russia,61.52401,105.318756
2683,RVSN USSR,Russia,61.52401,105.318756
2684,RVSN USSR,Kazakhstan,48.019573,66.923684
2685,RVSN USSR,Russia,61.52401,105.318756
2686,RVSN USSR,Russia,61.52401,105.318756
2687,RVSN USSR,Russia,61.52401,105.318756
2688,RVSN USSR,Russia,61.52401,105.318756
2689,RVSN USSR,Russia,61.52401,105.318756
2690,RVSN USSR,Russia,61.52401,105.318756
2691,RVSN USSR,Russia,61.52401,105.318756
2692,RVSN USSR,Russia,61.52401,105.318756
2693,RVSN USSR,Russia,61.52401,105.318756
2694,RVSN USSR,Kazakhstan,48.019573,66.923684
2695,Martin Marietta,USA,37.09024,-95.712891
2696,RVSN USSR,Russia,61.52401,105.318756
2697,RVSN USSR,Kazakhstan,48.019573,66.923684
2698,General Dynamics,USA,37.09024,-95.712891
2699,RVSN USSR,Kazakhstan,48.019573,66.923684
2700,RVSN USSR,Russia,61.52401,105.318756
2701,RVSN USSR,Kazakhstan,48.019573,66.923684
2702,RVSN USSR,Russia,61.52401,105.318756
2703,RVSN USSR,Russia,61.52401,105.318756
2704,RVSN USSR,Russia,61.52401,105.318756
2705,RVSN USSR,Russia,61.52401,105.318756
2706,RVSN USSR,Kazakhstan,48.019573,66.923684
2707,RVSN USSR,Russia,61.52401,105.318756
2708,General Dynamics,USA,37.09024,-95.712891
2709,RVSN USSR,Russia,61.52401,105.318756
2710,RVSN USSR,Russia,61.52401,105.318756
2711,General Dynamics,USA,37.09024,-95.712891
2712,RVSN USSR,Kazakhstan,48.019573,66.923684
2713,RVSN USSR,Russia,61.52401,105.318756
2714,RVSN USSR,Kazakhstan,48.019573,66.923684
2715,Martin Marietta,USA,37.09024,-95.712891
2716,RVSN USSR,Russia,61.52401,105.318756
2717,RVSN USSR,Russia,61.52401,105.318756
2718,RVSN USSR,Russia,61.52401,105.318756
2719,RVSN USSR,Russia,61.52401,105.318756
2720,RVSN USSR,Kazakhstan,48.019573,66.923684
2721,RVSN USSR,Russia,61.52401,105.318756
2722,RVSN USSR,Russia,61.52401,105.318756
2723,RVSN USSR,Russia,61.52401,105.318756
2724,RVSN USSR,Russia,61.52401,105.318756
2725,RVSN USSR,Russia,61.52401,105.318756
2726,RVSN USSR,Russia,61.52401,105.318756
2727,RVSN USSR,Russia,61.52401,105.318756
2728,RVSN USSR,Russia,61.52401,105.318756
2729,US Air Force,USA,37.09024,-95.712891
2730,RVSN USSR,Russia,61.52401,105.318756
2731,RVSN USSR,Russia,61.52401,105.318756
2732,RVSN USSR,Russia,61.52401,105.318756
2733,MHI,Japan,36.204824,138.252924
2734,RVSN USSR,Kazakhstan,48.019573,66.923684
2735,RVSN USSR,Russia,61.52401,105.318756
2736,ISAS,Japan,36.204824,138.252924
2737,RVSN USSR,Russia,61.52401,105.318756
2738,RVSN USSR,Russia,61.52401,105.318756
2739,RVSN USSR,Russia,61.52401,105.318756
2740,RVSN USSR,Kazakhstan,48.019573,66.923684
2741,Martin Marietta,USA,37.09024,-95.712891
2742,RVSN USSR,Russia,61.52401,105.318756
2743,RVSN USSR,Russia,61.52401,105.318756
2744,RVSN USSR,Kazakhstan,48.019573,66.923684
2745,RVSN USSR,Russia,61.52401,105.318756
2746,RVSN USSR,Kazakhstan,48.019573,66.923684
2747,RVSN USSR,Russia,61.52401,105.318756
2748,RVSN USSR,Russia,61.52401,105.318756
2749,RVSN USSR,Kazakhstan,48.019573,66.923684
2750,Martin Marietta,USA,37.09024,-95.712891
2751,RVSN USSR,Russia,61.52401,105.318756
2752,RVSN USSR,Kazakhstan,48.019573,66.923684
2753,RVSN USSR,Russia,61.52401,105.318756
2754,RVSN USSR,Russia,61.52401,105.318756
2755,RVSN USSR,Russia,61.52401,105.318756
2756,RVSN USSR,Russia,61.52401,105.318756
2757,CASC,China,35.86166,104.195397
2758,RVSN USSR,Russia,61.52401,105.318756
2759,RVSN USSR,Russia,61.52401,105.318756
2760,RVSN USSR,Kazakhstan,48.019573,66.923684
2761,RVSN USSR,Kazakhstan,48.019573,66.923684
2762,RVSN USSR,Kazakhstan,48.019573,66.923684
2763,RVSN USSR,Russia,61.52401,105.318756
2764,RVSN USSR,Kazakhstan,48.019573,66.923684
2765,CASC,China,35.86166,104.195397
2766,RVSN USSR,Russia,61.52401,105.318756
2767,RVSN USSR,Russia,61.52401,105.318756
2768,RVSN USSR,Russia,61.52401,105.318756
2769,RVSN USSR,Russia,61.52401,105.318756
2770,RVSN USSR,Kazakhstan,48.019573,66.923684
2771,RVSN USSR,Kazakhstan,48.019573,66.923684
2772,RVSN USSR,Russia,61.52401,105.318756
2773,RVSN USSR,Kazakhstan,48.019573,66.923684
2774,RVSN USSR,Kazakhstan,48.019573,66.923684
2775,RVSN USSR,Russia,61.52401,105.318756
2776,RVSN USSR,Russia,61.52401,105.318756
2777,RVSN USSR,Russia,61.52401,105.318756
2778,RVSN USSR,Kazakhstan,48.019573,66.923684
2779,RVSN USSR,Russia,61.52401,105.318756
2780,US Air Force,USA,37.09024,-95.712891
2781,RVSN USSR,Kazakhstan,48.019573,66.923684
2782,RVSN USSR,Russia,61.52401,105.318756
2783,RVSN USSR,Russia,61.52401,105.318756
2784,CASC,China,35.86166,104.195397
2785,RVSN USSR,Kazakhstan,48.019573,66.923684
2786,RVSN USSR,Russia,61.52401,105.318756
2787,RVSN USSR,Russia,61.52401,105.318756
2788,RVSN USSR,Russia,61.52401,105.318756
2789,RVSN USSR,Russia,61.52401,105.318756
2790,Martin Marietta,USA,37.09024,-95.712891
2791,RVSN USSR,Russia,61.52401,105.318756
2792,RVSN USSR,Russia,61.52401,105.318756
2793,RVSN USSR,Russia,61.52401,105.318756
2794,RVSN USSR,Russia,61.52401,105.318756
2795,RVSN USSR,Kazakhstan,48.019573,66.923684
2796,General Dynamics,USA,37.09024,-95.712891
2797,RVSN USSR,Russia,61.52401,105.318756
2798,RVSN USSR,Kazakhstan,48.019573,66.923684
2799,RVSN USSR,Russia,61.52401,105.318756
2800,RVSN USSR,Russia,61.52401,105.318756
2801,RVSN USSR,Russia,61.52401,105.318756
2802,RVSN USSR,Russia,61.52401,105.318756
2803,Martin Marietta,USA,37.09024,-95.712891
2804,RVSN USSR,Kazakhstan,48.019573,66.923684
2805,RVSN USSR,Kazakhstan,48.019573,66.923684
2806,RVSN USSR,Russia,61.52401,105.318756
2807,RVSN USSR,Russia,61.52401,105.318756
2808,RVSN USSR,Kazakhstan,48.019573,66.923684
2809,Martin Marietta,USA,37.09024,-95.712891
2810,RVSN USSR,Russia,61.52401,105.318756
2811,RVSN USSR,Russia,61.52401,105.318756
2812,RVSN USSR,Russia,61.52401,105.318756
2813,RVSN USSR,Russia,61.52401,105.318756
2814,RVSN USSR,Kazakhstan,48.019573,66.923684
2815,RVSN USSR,Russia,61.52401,105.318756
2816,Martin Marietta,USA,37.09024,-95.712891
2817,RVSN USSR,Russia,61.52401,105.318756
2818,RVSN USSR,Russia,61.52401,105.318756
2819,RVSN USSR,Kazakhstan,48.019573,66.923684
2820,RVSN USSR,Russia,61.52401,105.318756
2821,RVSN USSR,Russia,61.52401,105.318756
2822,General Dynamics,USA,37.09024,-95.712891
2823,RVSN USSR,Russia,61.52401,105.318756
2824,RVSN USSR,Russia,61.52401,105.318756
2825,RVSN USSR,Kazakhstan,48.019573,66.923684
2826,General Dynamics,USA,37.09024,-95.712891
2827,RVSN USSR,Russia,61.52401,105.318756
2828,RVSN USSR,Russia,61.52401,105.318756
2829,RVSN USSR,Russia,61.52401,105.318756
2830,RVSN USSR,Russia,61.52401,105.318756
2831,RVSN USSR,Russia,61.52401,105.318756
2832,RVSN USSR,Russia,61.52401,105.318756
2833,RVSN USSR,Russia,61.52401,105.318756
2834,US Air Force,USA,37.09024,-95.712891
2835,RVSN USSR,Kazakhstan,48.019573,66.923684
2836,RVSN USSR,Kazakhstan,48.019573,66.923684
2837,RVSN USSR,Russia,61.52401,105.318756
2838,Martin Marietta,USA,37.09024,-95.712891
2839,RVSN USSR,Kazakhstan,48.019573,66.923684
2840,RVSN USSR,Russia,61.52401,105.318756
2841,RVSN USSR,Russia,61.52401,105.318756
2842,RVSN USSR,Kazakhstan,48.019573,66.923684
2843,MHI,Japan,36.204824,138.252924
2844,RVSN USSR,Russia,61.52401,105.318756
2845,RVSN USSR,Kazakhstan,48.019573,66.923684
2846,RVSN USSR,Russia,61.52401,105.318756
2847,RVSN USSR,Kazakhstan,48.019573,66.923684
2848,RVSN USSR,Russia,61.52401,105.318756
2849,ISAS,Japan,36.204824,138.252924
2850,RVSN USSR,Russia,61.52401,105.318756
2851,General Dynamics,USA,37.09024,-95.712891
2852,RVSN USSR,Kazakhstan,48.019573,66.923684
2853,RVSN USSR,Russia,61.52401,105.318756
2854,RVSN USSR,Russia,61.52401,105.318756
2855,RVSN USSR,Kazakhstan,48.019573,66.923684
2856,RVSN USSR,Russia,61.52401,105.318756
2857,Martin Marietta,USA,37.09024,-95.712891
2858,RVSN USSR,Russia,61.52401,105.318756
2859,RVSN USSR,Russia,61.52401,105.318756
2860,RVSN USSR,Russia,61.52401,105.318756
2861,RVSN USSR,Russia,61.52401,105.318756
2862,RVSN USSR,Kazakhstan,48.019573,66.923684
2863,RVSN USSR,Russia,61.52401,105.318756
2864,RVSN USSR,Russia,61.52401,105.318756
2865,RVSN USSR,Kazakhstan,48.019573,66.923684
2866,CASC,China,35.86166,104.195397
2867,Martin Marietta,USA,37.09024,-95.712891
2868,RVSN USSR,Kazakhstan,48.019573,66.923684
2869,RVSN USSR,Russia,61.52401,105.318756
2870,Martin Marietta,USA,37.09024,-95.712891
2871,RVSN USSR,Russia,61.52401,105.318756
2872,RVSN USSR,Russia,61.52401,105.318756
2873,RVSN USSR,Russia,61.52401,105.318756
2874,RVSN USSR,Russia,61.52401,105.318756
2875,RVSN USSR,Kazakhstan,48.019573,66.923684
2876,RVSN USSR,Kazakhstan,48.019573,66.923684
2877,CASC,China,35.86166,104.195397
2878,RVSN USSR,Russia,61.52401,105.318756
2879,RVSN USSR,Russia,61.52401,105.318756
2880,RVSN USSR,Russia,61.52401,105.318756
2881,RVSN USSR,Kazakhstan,48.019573,66.923684
2882,RVSN USSR,Russia,61.52401,105.318756
2883,US Air Force,USA,37.09024,-95.712891
2884,RVSN USSR,Kazakhstan,48.019573,66.923684
2885,RVSN USSR,Russia,61.52401,105.318756
2886,RVSN USSR,Kazakhstan,48.019573,66.923684
2887,CNES,France,46.227638,2.213749
2888,General Dynamics,USA,37.09024,-95.712891
2889,RVSN USSR,Russia,61.52401,105.318756
2890,RVSN USSR,Russia,61.52401,105.318756
2891,RVSN USSR,Russia,61.52401,105.318756
2892,RVSN USSR,Russia,61.52401,105.318756
2893,RVSN USSR,Russia,61.52401,105.318756
2894,RVSN USSR,Kazakhstan,48.019573,66.923684
2895,RVSN USSR,Russia,61.52401,105.318756
2896,Martin Marietta,USA,37.09024,-95.712891
2897,MHI,Japan,36.204824,138.252924
2898,RVSN USSR,Russia,61.52401,105.318756
2899,RVSN USSR,Russia,61.52401,105.318756
2900,RVSN USSR,Russia,61.52401,105.318756
2901,RVSN USSR,Russia,61.52401,105.318756
2902,RVSN USSR,Russia,61.52401,105.318756
2903,Martin Marietta,USA,37.09024,-95.712891
2904,RVSN USSR,Russia,61.52401,105.318756
2905,RVSN USSR,Kazakhstan,48.019573,66.923684
2906,RVSN USSR,Russia,61.52401,105.318756
2907,CASC,China,35.86166,104.195397
2908,RVSN USSR,Russia,61.52401,105.318756
2909,RVSN USSR,Russia,61.52401,105.318756
2910,RVSN USSR,Russia,61.52401,105.318756
2911,NASA,USA,37.09024,-95.712891
2912,RVSN USSR,Kazakhstan,48.019573,66.923684
2913,RVSN USSR,Russia,61.52401,105.318756
2914,RVSN USSR,Russia,61.52401,105.318756
2915,RVSN USSR,Russia,61.52401,105.318756
2916,RVSN USSR,Russia,61.52401,105.318756
2917,RVSN USSR,Russia,61.52401,105.318756
2918,RVSN USSR,Russia,61.52401,105.318756
2919,RVSN USSR,Russia,61.52401,105.318756
2920,RVSN USSR,Russia,61.52401,105.318756
2921,General Dynamics,USA,37.09024,-95.712891
2922,RVSN USSR,Russia,61.52401,105.318756
2923,Martin Marietta,USA,37.09024,-95.712891
2924,RVSN USSR,Russia,61.52401,105.318756
2925,RVSN USSR,Russia,61.52401,105.318756
2926,RVSN USSR,Russia,61.52401,105.318756
2927,RVSN USSR,Russia,61.52401,105.318756
2928,RVSN USSR,Kazakhstan,48.019573,66.923684
2929,RVSN USSR,Russia,61.52401,105.318756
2930,RVSN USSR,Russia,61.52401,105.318756
2931,RVSN USSR,Kazakhstan,48.019573,66.923684
2932,General Dynamics,USA,37.09024,-95.712891
2933,RVSN USSR,Kazakhstan,48.019573,66.923684
2934,Martin Marietta,USA,37.09024,-95.712891
2935,CNES,France,46.227638,2.213749
2936,ASI,Kenya,-0.023559,37.906193
2937,RVSN USSR,Russia,61.52401,105.318756
2938,RVSN USSR,Russia,61.52401,105.318756
2939,RVSN USSR,Russia,61.52401,105.318756
2940,RVSN USSR,Russia,61.52401,105.318756
2941,US Air Force,USA,37.09024,-95.712891
2942,RVSN USSR,Russia,61.52401,105.318756
2943,RVSN USSR,Kazakhstan,48.019573,66.923684
2944,RVSN USSR,Russia,61.52401,105.318756
2945,General Dynamics,USA,37.09024,-95.712891
2946,RVSN USSR,Russia,61.52401,105.318756
2947,RVSN USSR,Russia,61.52401,105.318756
2948,RVSN USSR,Kazakhstan,48.019573,66.923684
2949,RVSN USSR,Kazakhstan,48.019573,66.923684
2950,RVSN USSR,Kazakhstan,48.019573,66.923684
2951,RVSN USSR,Russia,61.52401,105.318756
2952,RVSN USSR,Russia,61.52401,105.318756
2953,RVSN USSR,Kazakhstan,48.019573,66.923684
2954,RVSN USSR,Russia,61.52401,105.318756
2955,RVSN USSR,Russia,61.52401,105.318756
2956,RVSN USSR,Kazakhstan,48.019573,66.923684
2957,Martin Marietta,USA,37.09024,-95.712891
2958,RVSN USSR,Russia,61.52401,105.318756
2959,RVSN USSR,Kazakhstan,48.019573,66.923684
2960,ISAS,Japan,36.204824,138.252924
2961,General Dynamics,USA,37.09024,-95.712891
2962,RVSN USSR,Russia,61.52401,105.318756
2963,RVSN USSR,Russia,61.52401,105.318756
2964,CNES,France,46.227638,2.213749
2965,RVSN USSR,Russia,61.52401,105.318756
2966,RVSN USSR,Russia,61.52401,105.318756
2967,RVSN USSR,Russia,61.52401,105.318756
2968,RVSN USSR,Russia,61.52401,105.318756
2969,RVSN USSR,Russia,61.52401,105.318756
2970,RVSN USSR,Russia,61.52401,105.318756
2971,RVSN USSR,Kazakhstan,48.019573,66.923684
2972,RVSN USSR,Kazakhstan,48.019573,66.923684
2973,RVSN USSR,Kazakhstan,48.019573,66.923684
2974,RVSN USSR,Russia,61.52401,105.318756
2975,RVSN USSR,Kazakhstan,48.019573,66.923684
2976,RVSN USSR,Russia,61.52401,105.318756
2977,RVSN USSR,Russia,61.52401,105.318756
2978,RVSN USSR,Russia,61.52401,105.318756
2979,RVSN USSR,Russia,61.52401,105.318756
2980,Martin Marietta,USA,37.09024,-95.712891
2981,RVSN USSR,Kazakhstan,48.019573,66.923684
2982,RVSN USSR,Russia,61.52401,105.318756
2983,General Dynamics,USA,37.09024,-95.712891
2984,RVSN USSR,Russia,61.52401,105.318756
2985,RVSN USSR,Russia,61.52401,105.318756
2986,RVSN USSR,Russia,61.52401,105.318756
2987,CASC,China,35.86166,104.195397
2988,RVSN USSR,Russia,61.52401,105.318756
2989,RVSN USSR,Russia,61.52401,105.318756
2990,RVSN USSR,Russia,61.52401,105.318756
2991,Martin Marietta,USA,37.09024,-95.712891
2992,RVSN USSR,Russia,61.52401,105.318756
2993,RVSN USSR,Kazakhstan,48.019573,66.923684
2994,RVSN USSR,Russia,61.52401,105.318756
2995,RVSN USSR,Russia,61.52401,105.318756
2996,RVSN USSR,Russia,61.52401,105.318756
2997,RVSN USSR,Russia,61.52401,105.318756
2998,ASI,Kenya,-0.023559,37.906193
2999,RVSN USSR,Russia,61.52401,105.318756
3000,RVSN USSR,Russia,61.52401,105.318756
3001,RVSN USSR,Kazakhstan,48.019573,66.923684
3002,RVSN USSR,Russia,61.52401,105.318756
3003,RVSN USSR,Russia,61.52401,105.318756
3004,RVSN USSR,Russia,61.52401,105.318756
3005,RVSN USSR,Russia,61.52401,105.318756
3006,RVSN USSR,Kazakhstan,48.019573,66.923684
3007,RVSN USSR,Kazakhstan,48.019573,66.923684
3008,RVSN USSR,Russia,61.52401,105.318756
3009,US Air Force,USA,37.09024,-95.712891
3010,RVSN USSR,Kazakhstan,48.019573,66.923684
3011,RVSN USSR,Russia,61.52401,105.318756
3012,RVSN USSR,Kazakhstan,48.019573,66.923684
3013,RVSN USSR,Russia,61.52401,105.318756
3014,RVSN USSR,Russia,61.52401,105.318756
3015,RVSN USSR,Kazakhstan,48.019573,66.923684
3016,RVSN USSR,Russia,61.52401,105.318756
3017,General Dynamics,USA,37.09024,-95.712891
3018,CASC,China,35.86166,104.195397
3019,RVSN USSR,Russia,61.52401,105.318756
3020,RVSN USSR,Russia,61.52401,105.318756
3021,RVSN USSR,Russia,61.52401,105.318756
3022,RVSN USSR,Russia,61.52401,105.318756
3023,RVSN USSR,Kazakhstan,48.019573,66.923684
3024,RVSN USSR,Russia,61.52401,105.318756
3025,RVSN USSR,Russia,61.52401,105.318756
3026,RVSN USSR,Russia,61.52401,105.318756
3027,RVSN USSR,Russia,61.52401,105.318756
3028,RVSN USSR,Russia,61.52401,105.318756
3029,RVSN USSR,Russia,61.52401,105.318756
3030,RVSN USSR,Russia,61.52401,105.318756
3031,US Air Force,USA,37.09024,-95.712891
3032,RVSN USSR,Kazakhstan,48.019573,66.923684
3033,Martin Marietta,USA,37.09024,-95.712891
3034,RVSN USSR,Russia,61.52401,105.318756
3035,RVSN USSR,Kazakhstan,48.019573,66.923684
3036,RVSN USSR,Kazakhstan,48.019573,66.923684
3037,RVSN USSR,Russia,61.52401,105.318756
3038,RVSN USSR,Russia,61.52401,105.318756
3039,RVSN USSR,Russia,61.52401,105.318756
3040,RVSN USSR,Kazakhstan,48.019573,66.923684
3041,RVSN USSR,Russia,61.52401,105.318756
3042,RVSN USSR,Kazakhstan,48.019573,66.923684
3043,RVSN USSR,Kazakhstan,48.019573,66.923684
3044,RVSN USSR,Russia,61.52401,105.318756
3045,RVSN USSR,Russia,61.52401,105.318756
3046,RVSN USSR,Russia,61.52401,105.318756
3047,RVSN USSR,Russia,61.52401,105.318756
3048,RVSN USSR,Russia,61.52401,105.318756
3049,RVSN USSR,Kazakhstan,48.019573,66.923684
