ID,Organisation,Country,Latitude,Longitude,Year
1148,Arianespace,France,46.227638,2.213749,2001
1149,NASA,USA,37.09024,-95.712891,2001
1150,Lockheed,USA,37.09024,-95.712891,2001
1151,MITT,Russia,61.52401,105.318756,2001
1152,NASA,USA,37.09024,-95.712891,2001
1153,Arianespace,France,46.227638,2.213749,2001
1154,Boeing,USA,37.09024,-95.712891,2001
1155,Arianespace,France,46.227638,2.213749,2001
1156,CASC,China,35.86166,104.195397,2001
1157,VKS RF,Russia,61.52401,105.318756,2000
1158,CASC,China,35.86166,104.195397,2000
1159,Arianespace,France,46.227638,2.213749,2000
1160,Lockheed,USA,37.09024,-95.712891,2000
1161,MITT,Russia,61.52401,105.318756,2000
1162,NASA,USA,37.09024,-95.712891,2000
1163,Arianespace,France,46.227638,2.213749,2000
1164,Boeing,USA,37.09024,-95.712891,2000
1165,VKS RF,Russia,61.52401,105.318756,2000
1166,Arianespace,France,46.227638,2.213749,2000
1167,Boeing,USA,37.09024,-95.712891,2000
1168,CASC,China,35.86166,104.195397,2000
1169,Arianespace,France,46.227638,2.213749,2000
1170,Sea Launch,Pacific Ocean,,,2000
1171,Lockheed,USA,37.09024,-95.712891,2000
1172,NASA,USA,37.09024,-95.712891,2000
1173,Northrop,USA,37.09024,-95.712891,2000
1174,Arianespace,France,46.227638,2.213749,2000
1175,Kosmotras,Kazakhstan,48.019573,66.923684,2000
1176,VKS RF,Kazakhstan,48.019573,66.923684,2000
1177,Lockheed,USA,37.09024,-95.712891,2000
1178,Arianespace,France,46.227638,2.213749,2000
1179,NASA,USA,37.09024,-95.712891,2000
1180,Arianespace,France,46.227638,2.213749,2000
1181,Boeing,USA,37.09024,-95.712891,2000
1182,Lockheed,USA,37.09024,-95.712891,2000
1183,Arianespace,France,46.227638,2.213749,2000
1184,Sea Launch,Pacific Ocean,,,2000
1185,Northrop,USA,37.09024,-95.712891,2000
1186,Boeing,USA,37.09024,-95.712891,2000
1187,VKS RF,Russia,61.52401,105.318756,2000
1188,ILS,USA,37.09024,-95.712891,2000
1189,Lockheed,USA,37.09024,-95.712891,2000
1190,VKS RF,Russia,61.52401,105.318756,2000
1191,CASC,China,35.86166,104.195397,2000
1192,Northrop,USA,37.09024,-95.712891,2000
1193,ILS,USA,37.09024,-95.712891,2000
1194,NASA,USA,37.09024,-95.712891,2000
1195,Eurockot,Russia,61.52401,105.318756,2000
1196,Boeing,USA,37.09024,-95.712891,2000
1197,Lockheed,USA,37.09024,-95.712891,2000
1198,Lockheed,USA,37.09024,-95.712891,2000
1199,Arianespace,France,46.227638,2.213749,2000
1200,Boeing,USA,37.09024,-95.712891,2000
1201,Arianespace,France,46.227638,2.213749,2000
1202,Sea Launch,Pacific Ocean,,,2000
1203,Northrop,USA,37.09024,-95.712891,2000
1204,VKS RF,Kazakhstan,48.019573,66.923684,2000
1205,Arianespace,France,46.227638,2.213749,2000
1206,NASA,USA,37.09024,-95.712891,2000
1207,ISAS,Japan,36.204824,138.252924,2000
1208,Boeing,USA,37.09024,-95.712891,2000
1209,ILS,USA,37.09024,-95.712891,2000
1210,Northrop,USA,37.09024,-95.712891,2000
1211,CASC,China,35.86166,104.195397,2000
1212,Arianespace,France,46.227638,2.213749,2000
1213,Lockheed,USA,37.09024,-95.712891,2000
1214,Northrop,USA,37.09024,-95.712891,1999
1215,VKS RF,Russia,61.52401,105.318756,1999
1216,VKS RF,Kazakhstan,48.019573,66.923684,1999
1217,Arianespace,France,46.227638,2.213749,1999
1218,NASA,USA,37.09024,-95.712891,1999
1219,Lockheed,USA,37.09024,-95.712891,1999
1220,Lockheed,USA,37.09024,-95.712891,1999
1221,AEB,Brazil,-14.235004,-51.92528,1999
1222,Arianespace,France,46.227638,2.213749,1999
1223,Northrop,USA,37.09024,-95.712891,1999
1224,Arianespace,France,46.227638,2.213749,1999
1225,Lockheed,USA,37.09024,-95.712891,1999
1226,CASC,China,35.86166,104.195397,1999
1227,MHI,Japan,36.204824,138.252924,1999
1228,Arianespace,France,46.227638,2.213749,1999
1229,Arianespace,France,46.227638,2.213749,1999
1230,CASC,China,35.86166,104.195397,1999
1231,Sea Launch,Pacific Ocean,,,1999
1232,Arianespace,France,46.227638,2.213749,1999
1233,Lockheed,USA,37.09024,-95.712891,1999
1234,ILS,USA,37.09024,-95.712891,1999
1235,Arianespace,France,46.227638,2.213749,1999
1236,VKS RF,Russia,61.52401,105.318756,1999
1237,Boeing,USA,37.09024,-95.712891,1999
1238,Arianespace,France,46.227638,2.213749,1999
1239,Boeing,USA,37.09024,-95.712891,1999
1240,Boeing,USA,37.09024,-95.712891,1999
1241,NASA,USA,37.09024,-95.712891,1999
1242,VKS RF,Kazakhstan,48.019573,66.923684,1999
1243,Boeing,USA,37.09024,-95.712891,1999
1244,VKS RF,Russia,61.52401,105.318756,1999
1245,Boeing,USA,37.09024,-95.712891,1999
1246,Lockheed,USA,37.09024,-95.712891,1999
1247,CASC,China,35.86166,104.195397,1999
1248,Boeing,USA,37.09024,-95.712891,1999
1249,ISRO,India,20.593684,78.96288,1999
1250,NASA,USA,37.09024,-95.712891,1999
1251,Lockheed,USA,37.09024,-95.712891,1999
1252,Northrop,USA,37.09024,-95.712891,1999
1253,CASC,China,35.86166,104.195397,1999
1254,Boeing,USA,37.09024,-95.712891,1999
1255,Lockheed,USA,37.09024,-95.712891,1999
1256,VKS RF,Russia,61.52401,105.318756,1999
1257,Lockheed,USA,37.09024,-95.712891,1999
1258,Kosmotras,Kazakhstan,48.019573,66.923684,1999
1259,Boeing,USA,37.09024,-95.712891,1999
1260,ILS,USA,37.09024,-95.712891,1999
1261,Lockheed,USA,37.09024,-95.712891,1999
1262,Arianespace,France,46.227638,2.213749,1999
1263,Sea Launch,Pacific Ocean,,,1999
1264,Northrop,USA,37.09024,-95.712891,1999
1265,Arianespace,France,46.227638,2.213749,1999
1266,Boeing,USA,37.09024,-95.712891,1999
1267,ILS,USA,37.09024,-95.712891,1999
1268,Boeing,USA,37.09024,-95.712891,1999
1269,Lockheed,USA,37.09024,-95.712891,1999
1270,Boeing,USA,37.09024,-95.712891,1999
1271,VKS RF,Russia,61.52401,105.318756,1998
1272,Arianespace,France,46.227638,2.213749,1998
1273,CASC,China,35.86166,104.195397,1998
1274,Boeing,USA,37.09024,-95.712891,1998
1275,VKS RF,Russia,61.52401,105.318756,1998
1276,Northrop,USA,37.09024,-95.712891,1998
1277,Arianespace,France,46.227638,2.213749,1998
1278,NASA,USA,37.09024,-95.712891,1998
1279,Boeing,USA,37.09024,-95.712891,1998
1280,Boeing,USA,37.09024,-95.712891,1998
1281,NASA,USA,37.09024,-95.712891,1998
1282,Arianespace,France,46.227638,2.213749,1998
1283,Northrop,USA,37.09024,-95.712891,1998
1284,ESA,France,46.227638,2.213749,1998
1285,Lockheed,USA,37.09024,-95.712891,1998
1286,ILS,USA,37.09024,-95.712891,1998
1287,Arianespace,France,46.227638,2.213749,1998
1288,Northrop,USA,37.09024,-95.712891,1998
1289,VKS RF,Russia,61.52401,105.318756,1998
1290,Northrop,USA,37.09024,-95.712891,1998
1291,Arianespace,France,46.227638,2.213749,1998
1292,VKS RF,Kazakhstan,48.019573,66.923684,1998
1293,Boeing,USA,37.09024,-95.712891,1998
1294,KCST,North Korea,40.339852,127.510093,1998
1295,Boeing,USA,37.09024,-95.712891,1998
1296,Arianespace,France,46.227638,2.213749,1998
1297,Boeing,USA,37.09024,-95.712891,1998
1298,CASC,China,35.86166,104.195397,1998
1299,RVSN USSR,Russia,61.52401,105.318756,1998
1300,Lockheed,USA,37.09024,-95.712891,1998
1301,Northrop,USA,37.09024,-95.712891,1998
1302,VKS RF,Kazakhstan,48.019573,66.923684,1998
1303,VKS RF,Kazakhstan,48.019573,66.923684,1998
1304,SRC,Barents Sea,,,1998
1305,ISAS,Japan,36.204824,138.252924,1998
1306,VKS RF,Russia,61.52401,105.318756,1998
1307,ILS,USA,37.09024,-95.712891,1998
1308,CASC,China,35.86166,104.195397,1998
1309,VKS RF,Russia,61.52401,105.318756,1998
1310,Boeing,USA,37.09024,-95.712891,1998
1311,NASA,USA,37.09024,-95.712891,1998
1312,CASC,China,35.86166,104.195397,1998
1313,Boeing,USA,37.09024,-95.712891,1998
1314,Lockheed,USA,37.09024,-95.712891,1998
1315,Lockheed,USA,37.09024,-95.712891,1998
1316,VKS RF,Russia,61.52401,105.318756,1998
1317,CASC,China,35.86166,104.195397,1998
1318,Arianespace,France,46.227638,2.213749,1998
1319,Boeing,USA,37.09024,-95.712891,1998
1320,NASA,USA,37.09024,-95.712891,1998
1321,Northrop,USA,37.09024,-95.712891,1998
1322,Boeing,USA,37.09024,-95.712891,1998
1323,CASC,China,35.86166,104.195397,1998
1324,Arianespace,France,46.227638,2.213749,1998
1325,Lockheed,USA,37.09024,-95.712891,1998
1326,ILS,USA,37.09024,-95.712891,1998
1327,Arianespace,France,46.227638,2.213749,1998
1328,Northrop,USA,37.09024,-95.712891,1998
1329,MHI,Japan,36.204824,138.252924,1998
1330,Boeing,USA,37.09024,-95.712891,1998
1331,Boeing,USA,37.09024,-95.712891,1998
1332,Northrop,USA,37.09024,-95.712891,1998
1333,Arianespace,France,46.227638,2.213749,1998
1334,Lockheed,USA,37.09024,-95.712891,1998
1335,IAI,Israel,31.046051,34.851612,1998
1336,NASA,USA,37.09024,-95.712891,1998
1337,Boeing,USA,37.09024,-95.712891,1998
1338,Lockheed,USA,37.09024,-95.712891,1998
1339,ILS,Kazakhstan,48.019573,66.923684,1997
1340,MITT,Russia,61.52401,105.318756,1997
1341,Northrop,USA,37.09024,-95.712891,1997
1342,Arianespace,France,46.227638,2.213749,1997
1343,Boeing,USA,37.09024,-95.712891,1997
1344,Arianespace,France,46.227638,2.213749,1997
1345,VKS RF,Kazakhstan,48.019573,66.923684,1997
1346,ILS,USA,37.09024,-95.712891,1997
1347,CASC,China,35.86166,104.195397,1997
1348,Arianespace,France,46.227638,2.213749,1997
1349,MHI,Japan,36.204824,138.252924,1997
1350,NASA,USA,37.09024,-95.712891,1997
1351,Boeing,USA,37.09024,-95.712891,1997
1352,Lockheed,USA,37.09024,-95.712891,1997
1353,Boeing,USA,37.09024,-95.712891,1997
1354,AEB,Brazil,-14.235004,-51.92528,1997
1355,ESA,France,46.227638,2.213749,1997
1356,Lockheed,USA,37.09024,-95.712891,1997
1357,Lockheed,USA,37.09024,-95.712891,1997
1358,Northrop,USA,37.09024,-95.712891,1997
1359,CASC,China,35.86166,104.195397,1997
1360,Lockheed,USA,37.09024,-95.712891,1997
1361,ILS,USA,37.09024,-95.712891,1997
1362,ISRO,India,20.593684,78.96288,1997
1363,Boeing,USA,37.09024,-95.712891,1997
1364,NASA,USA,37.09024,-95.712891,1997
1365,VKS RF,Russia,61.52401,105.318756,1997
1366,Arianespace,France,46.227638,2.213749,1997
1367,VKS RF,Russia,61.52401,105.318756,1997
1368,ILS,USA,37.09024,-95.712891,1997
1369,Arianespace,France,46.227638,2.213749,1997
1370,CASC,China,35.86166,104.195397,1997
1371,Northrop,USA,37.09024,-95.712891,1997
1372,Boeing,USA,37.09024,-95.712891,1997
1373,Lockheed,USA,37.09024,-95.712891,1997
1374,Boeing,USA,37.09024,-95.712891,1997
1375,CASC,China,35.86166,104.195397,1997
1376,Arianespace,France,46.227638,2.213749,1997
1377,NASA,USA,37.09024,-95.712891,1997
1378,Northrop,Gran Canaria,,,1997
1379,ILS,USA,37.09024,-95.712891,1997
1380,Boeing,USA,37.09024,-95.712891,1997
1381,Boeing,USA,37.09024,-95.712891,1997
1382,NASA,USA,37.09024,-95.712891,1997
1383,Arianespace,France,46.227638,2.213749,1997
1384,CASC,China,35.86166,104.195397,1997
1385,Arianespace,France,46.227638,2.213749,1997
1386,Boeing,USA,37.09024,-95.712891,1997
1387,VKS RF,Kazakhstan,48.019573,66.923684,1997
1388,NASA,USA,37.09024,-95.712891,1997
1389,VKS RF,Russia,61.52401,105.318756,1997
1390,CASC,China,35.86166,104.195397,1997
1391,Boeing,USA,37.09024,-95.712891,1997
1392,Lockheed,USA,37.09024,-95.712891,1997
1393,Northrop,Gran Canaria,,,1997
1394,VKS RF,Russia,61.52401,105.318756,1997
1395,Arianespace,France,46.227638,2.213749,1997
1396,NASA,USA,37.09024,-95.712891,1997
1397,Lockheed,USA,37.09024,-95.712891,1997
1398,ILS,USA,37.09024,-95.712891,1997
1399,MITT,Russia,61.52401,105.318756,1997
1400,Arianespace,France,46.227638,2.213749,1997
1401,Lockheed,USA,37.09024,-95.712891,1997
1402,ILS,USA,37.09024,-95.712891,1997
1403,VKS RF,Russia,61.52401,105.318756,1997
1404,ISAS,Japan,36.204824,138.252924,1997
1405,NASA,USA,37.09024,-95.712891,1997
1406,Arianespace,France,46.227638,2.213749,1997
1407,Boeing,USA,37.09024,-95.712891,1997
1408,NASA,USA,37.09024,-95.712891,1997
1409,Lockheed,USA,37.09024,-95.712891,1996
1410,VKS RF,Russia,61.52401,105.318756,1996
1411,ILS,USA,37.09024,-95.712891,1996
1412,VKS RF,Kazakhstan,48.019573,66.923684,1996
1413,NASA,USA,37.09024,-95.712891,1996
1414,Boeing,USA,37.09024,-95.712891,1996
1415,ILS,USA,37.09024,-95.712891,1996
1416,Arianespace,France,46.227638,2.213749,1996
1417,Boeing,USA,37.09024,-95.712891,1996
1418,Northrop,USA,37.09024,-95.712891,1996
1419,VKS RF,Russia,61.52401,105.318756,1996
1420,CASC,China,35.86166,104.195397,1996
1421,NASA,USA,37.09024,-95.712891,1996
1422,Boeing,USA,37.09024,-95.712891,1996
1423,Arianespace,France,46.227638,2.213749,1996
1424,ILS,USA,37.09024,-95.712891,1996
1425,VKS RF,Russia,61.52401,105.318756,1996
1426,VKS RF,Kazakhstan,48.019573,66.923684,1996
1427,RVSN USSR,Russia,61.52401,105.318756,1996
1428,Northrop,USA,37.09024,-95.712891,1996
1429,CASC,China,35.86166,104.195397,1996
1430,MHI,Japan,36.204824,138.252924,1996
1431,VKS RF,Russia,61.52401,105.318756,1996
1432,Arianespace,France,46.227638,2.213749,1996
1433,Lockheed,USA,37.09024,-95.712891,1996
1434,Boeing,USA,37.09024,-95.712891,1996
1435,Arianespace,France,46.227638,2.213749,1996
1436,CASC,China,35.86166,104.195397,1996
1437,Lockheed,USA,37.09024,-95.712891,1996
1438,Northrop,USA,37.09024,-95.712891,1996
1439,NASA,USA,37.09024,-95.712891,1996
1440,Arianespace,France,46.227638,2.213749,1996
1441,ESA,France,46.227638,2.213749,1996
1442,Boeing,USA,37.09024,-95.712891,1996
1443,NASA,USA,37.09024,-95.712891,1996
1444,Northrop,USA,37.09024,-95.712891,1996
1445,Arianespace,France,46.227638,2.213749,1996
1446,Lockheed,USA,37.09024,-95.712891,1996
1447,Lockheed,USA,37.09024,-95.712891,1996
1448,Lockheed,USA,37.09024,-95.712891,1996
1449,VKS RF,Russia,61.52401,105.318756,1996
1450,Boeing,USA,37.09024,-95.712891,1996
1451,Arianespace,France,46.227638,2.213749,1996
1452,ILS,USA,37.09024,-95.712891,1996
1453,Boeing,USA,37.09024,-95.712891,1996
1454,NASA,USA,37.09024,-95.712891,1996
1455,ISRO,India,20.593684,78.96288,1996
1456,Arianespace,France,46.227638,2.213749,1996
1457,Northrop,USA,37.09024,-95.712891,1996
1458,Boeing,USA,37.09024,-95.712891,1996
1459,NASA,USA,37.09024,-95.712891,1996
1460,VKS RF,Russia,61.52401,105.318756,1996
1461,Boeing,USA,37.09024,-95.712891,1996
1462,CASC,China,35.86166,104.195397,1996
1463,Arianespace,France,46.227638,2.213749,1996
1464,ILS,USA,37.09024,-95.712891,1996
1465,VKS RF,Russia,61.52401,105.318756,1996
1466,Boeing,USA,37.09024,-95.712891,1996
1467,Arianespace,France,46.227638,2.213749,1996
1468,NASA,USA,37.09024,-95.712891,1996
1469,Boeing,USA,37.09024,-95.712891,1995
1470,CASC,China,35.86166,104.195397,1995
1471,VKS RF,Kazakhstan,48.019573,66.923684,1995
1472,VKS RF,Kazakhstan,48.019573,66.923684,1995
1473,Lockheed,USA,37.09024,-95.712891,1995
1474,Arianespace,France,46.227638,2.213749,1995
1475,Lockheed,USA,37.09024,-95.712891,1995
1476,Lockheed,USA,37.09024,-95.712891,1995
1477,CASC,China,35.86166,104.195397,1995
1478,Arianespace,France,46.227638,2.213749,1995
1479,NASA,USA,37.09024,-95.712891,1995
1480,Lockheed,USA,37.09024,-95.712891,1995
1481,Boeing,USA,37.09024,-95.712891,1995
1482,VKS RF,Kazakhstan,48.019573,66.923684,1995
1483,EER,USA,37.09024,-95.712891,1995
1484,Lockheed,USA,37.09024,-95.712891,1995
1485,NASA,USA,37.09024,-95.712891,1995
1486,Arianespace,France,46.227638,2.213749,1995
1487,VKS RF,Russia,61.52401,105.318756,1995
1488,Arianespace,France,46.227638,2.213749,1995
1489,NASA,USA,37.09024,-95.712891,1995
1490,Boeing,USA,37.09024,-95.712891,1995
1491,VKS RF,Russia,61.52401,105.318756,1995
1492,Arianespace,France,46.227638,2.213749,1995
1493,ILS,USA,37.09024,-95.712891,1995
1494,Lockheed,USA,37.09024,-95.712891,1995
1495,VKS RF,Russia,61.52401,105.318756,1995
1496,Arianespace,France,46.227638,2.213749,1995
1497,RVSN USSR,Russia,61.52401,105.318756,1995
1498,Lockheed,USA,37.09024,-95.712891,1995
1499,NASA,USA,37.09024,-95.712891,1995
1500,Lockheed,USA,37.09024,-95.712891,1995
1501,Arianespace,France,46.227638,2.213749,1995
1502,VKS RF,Russia,61.52401,105.318756,1995
1503,NASA,USA,37.09024,-95.712891,1995
1504,Northrop,USA,37.09024,-95.712891,1995
1505,Arianespace,France,46.227638,2.213749,1995
1506,VKS RF,Kazakhstan,48.019573,66.923684,1995
1507,Lockheed,USA,37.09024,-95.712891,1995
1508,VKS RF,Russia,61.52401,105.318756,1995
1509,Lockheed,USA,37.09024,-95.712891,1995
1510,Arianespace,France,46.227638,2.213749,1995
1511,Lockheed,USA,37.09024,-95.712891,1995
1512,Arianespace,France,46.227638,2.213749,1995
1513,ILS,USA,37.09024,-95.712891,1995
1514,IAI,Israel,31.046051,34.851612,1995
1515,Northrop,USA,37.09024,-95.712891,1995
1516,Arianespace,France,46.227638,2.213749,1995
1517,MITT,Russia,61.52401,105.318756,1995
1518,General Dynamics,USA,37.09024,-95.712891,1995
1519,ILS,USA,37.09024,-95.712891,1995
1520,VKS RF,Russia,61.52401,105.318756,1995
1521,MHI,Japan,36.204824,138.252924,1995
1522,VKS RF,Russia,61.52401,105.318756,1995
1523,NASA,USA,37.09024,-95.712891,1995
1524,NASA,USA,37.09024,-95.712891,1995
1525,Lockheed,USA,37.09024,-95.712891,1995
1526,CASC,China,35.86166,104.195397,1995
1527,VKS RF,Russia,61.52401,105.318756,1995
1528,ISAS,Japan,36.204824,138.252924,1995
1529,ILS,USA,37.09024,-95.712891,1995
1530,General Dynamics,USA,37.09024,-95.712891,1994
1531,VKS RF,Kazakhstan,48.019573,66.923684,1994
1532,VKS RF,Russia,61.52401,105.318756,1994
1533,Martin Marietta,USA,37.09024,-95.712891,1994
1534,VKS RF,Russia,61.52401,105.318756,1994
1535,VKS RF,Russia,61.52401,105.318756,1994
1536,Arianespace,France,46.227638,2.213749,1994
1537,CASC,China,35.86166,104.195397,1994
1538,Lockheed,USA,37.09024,-95.712891,1994
1539,VKS RF,Russia,61.52401,105.318756,1994
1540,VKS RF,Kazakhstan,48.019573,66.923684,1994
1541,VKS RF,Kazakhstan,48.019573,66.923684,1994
1542,NASA,USA,37.09024,-95.712891,1994
1543,VKS RF,Kazakhstan,48.019573,66.923684,1994
1544,Boeing,USA,37.09024,-95.712891,1994
1545,Arianespace,France,46.227638,2.213749,1994
1546,ISRO,India,20.593684,78.96288,1994
1547,VKS RF,Russia,61.52401,105.318756,1994
1548,Arianespace,France,46.227638,2.213749,1994
1549,Lockheed,USA,37.09024,-95.712891,1994
1550,NASA,USA,37.09024,-95.712891,1994
1551,VKS RF,Russia,61.52401,105.318756,1994
1552,NASA,USA,37.09024,-95.712891,1994
1553,Arianespace,France,46.227638,2.213749,1994
1554,Northrop,USA,37.09024,-95.712891,1994
1555,General Dynamics,USA,37.09024,-95.712891,1994
1556,MHI,Japan,36.204824,138.252924,1994
1557,CASC,China,35.86166,104.195397,1994
1558,Martin Marietta,USA,37.09024,-95.712891,1994
1559,VKS RF,Kazakhstan,48.019573,66.923684,1994
1560,VKS RF,Russia,61.52401,105.318756,1994
1561,Arianespace,France,46.227638,2.213749,1994
1562,VKS RF,Russia,61.52401,105.318756,1994
1563,Lockheed,USA,37.09024,-95.712891,1994
1564,VKS RF,Russia,61.52401,105.318756,1994
1565,CASC,China,35.86166,104.195397,1994
1566,VKS RF,Russia,61.52401,105.318756,1994
1567,Arianespace,France,46.227638,2.213749,1994
1568,NASA,USA,37.09024,-95.712891,1994
1569,CASC,China,35.86166,104.195397,1994
1570,Northrop,USA,37.09024,-95.712891,1994
1571,Lockheed,USA,37.09024,-95.712891,1994
1572,Arianespace,France,46.227638,2.213749,1994
1573,VKS RF,Russia,61.52401,105.318756,1994
1574,Northrop,USA,37.09024,-95.712891,1994
1575,ISRO,India,20.593684,78.96288,1994
1576,Martin Marietta,USA,37.09024,-95.712891,1994
1577,VKS RF,Russia,61.52401,105.318756,1994
1578,VKS RF,Kazakhstan,48.019573,66.923684,1994
1579,Lockheed,USA,37.09024,-95.712891,1994
1580,NASA,USA,37.09024,-95.712891,1994
1581,Boeing,USA,37.09024,-95.712891,1994
1582,Northrop,USA,37.09024,-95.712891,1994
1583,Boeing,USA,37.09024,-95.712891,1994
1584,NASA,USA,37.09024,-95.712891,1994
1585,VKS RF,Russia,61.52401,105.318756,1994
1586,VKS RF,Russia,61.52401,105.318756,1994
1587,CASC,China,35.86166,104.195397,1994
1588,Martin Marietta,USA,37.09024,-95.712891,1994
1589,MHI,Japan,36.204824,138.252924,1994
1590,NASA,USA,37.09024,-95.712891,1994
1591,Martin Marietta,USA,37.09024,-95.712891,1994
1592,VKS RF,Russia,61.52401,105.318756,1994
1593,Arianespace,France,46.227638,2.213749,1994
1594,VKS RF,Russia,61.52401,105.318756,1993
1595,Arianespace,France,46.227638,2.213749,1993
1596,General Dynamics,USA,37.09024,-95.712891,1993
1597,Boeing,USA,37.09024,-95.712891,1993
1598,NASA,USA,37.09024,-95.712891,1993
1599,General Dynamics,USA,37.09024,-95.712891,1993
1600,Arianespace,France,46.227638,2.213749,1993
1601,VKS RF,Russia,61.52401,105.318756,1993
1602,Boeing,USA,37.09024,-95.712891,1993
1603,VKS RF,Russia,61.52401,105.318756,1993
1604,Arianespace,France,46.227638,2.213749,1993
1605,NASA,USA,37.09024,-95.712891,1993
1606,CASC,China,35.86166,104.195397,1993
1607,Martin Marietta,USA,37.09024,-95.712891,1993
1608,Arianespace,France,46.227638,2.213749,1993
1609,ISRO,India,20.593684,78.96288,1993
1610,VKS RF,Kazakhstan,48.019573,66.923684,1993
1611,VKS RF,Kazakhstan,48.019573,66.923684,1993
1612,NASA,USA,37.09024,-95.712891,1993
1613,General Dynamics,USA,37.09024,-95.712891,1993
1614,VKS RF,Russia,61.52401,105.318756,1993
1615,Boeing,USA,37.09024,-95.712891,1993
1616,VKS RF,Russia,61.52401,105.318756,1993
1617,General Dynamics,USA,37.09024,-95.712891,1993
1618,VKS RF,Russia,61.52401,105.318756,1993
1619,Martin Marietta,USA,37.09024,-95.712891,1993
1620,Arianespace,France,46.227638,2.213749,1993
1621,General Dynamics,USA,37.09024,-95.712891,1993
1622,VKS RF,Kazakhstan,48.019573,66.923684,1993
1623,Boeing,USA,37.09024,-95.712891,1993
1624,Arianespace,France,46.227638,2.213749,1993
1625,VKS RF,Russia,61.52401,105.318756,1993
1626,NASA,USA,37.09024,-95.712891,1993
1627,VKS RF,Russia,61.52401,105.318756,1993
1628,VKS RF,Russia,61.52401,105.318756,1993
1629,Boeing,USA,37.09024,-95.712891,1993
1630,Arianespace,France,46.227638,2.213749,1993
1631,VKS RF,Russia,61.52401,105.318756,1993
1632,VKS RF,Kazakhstan,48.019573,66.923684,1993
1633,NASA,USA,37.09024,-95.712891,1993
1634,Northrop,USA,37.09024,-95.712891,1993
1635,VKS RF,Russia,61.52401,105.318756,1993
1636,VKS RF,Russia,61.52401,105.318756,1993
1637,VKS RF,Russia,61.52401,105.318756,1993
1638,NASA,USA,37.09024,-95.712891,1993
1639,VKS RF,Russia,61.52401,105.318756,1993
1640,VKS RF,Russia,61.52401,105.318756,1993
1641,VKS RF,Kazakhstan,48.019573,66.923684,1993
1642,Boeing,USA,37.09024,-95.712891,1993
1643,VKS RF,Kazakhstan,48.019573,66.923684,1993
1644,General Dynamics,USA,37.09024,-95.712891,1993
1645,MITT,Russia,61.52401,105.318756,1993
1646,VKS RF,Russia,61.52401,105.318756,1993
1647,ISAS,Japan,36.204824,138.252924,1993
1648,Northrop,USA,37.09024,-95.712891,1993
1649,VKS RF,Russia,61.52401,105.318756,1993
1650,Boeing,USA,37.09024,-95.712891,1993
1651,VKS RF,Russia,61.52401,105.318756,1993
1652,NASA,USA,37.09024,-95.712891,1993
1653,VKS RF,Russia,61.52401,105.318756,1993
1654,VKS RF,Russia,61.52401,105.318756,1993
1655,VKS RF,Russia,61.52401,105.318756,1992
1656,VKS RF,Kazakhstan,48.019573,66.923684,1992
1657,VKS RF,Russia,61.52401,105.318756,1992
1658,CASC,China,35.86166,104.195397,1992
1659,Boeing,USA,37.09024,-95.712891,1992
1660,NASA,USA,37.09024,-95.712891,1992
1661,VKS RF,Russia,61.52401,105.318756,1992
1662,Arianespace,France,46.227638,2.213749,1992
1663,Martin Marietta,USA,37.09024,-95.712891,1992
1664,VKS RF,Russia,61.52401,105.318756,1992
1665,VKS RF,Russia,61.52401,105.318756,1992
1666,Boeing,USA,37.09024,-95.712891,1992
1667,VKS RF,Russia,61.52401,105.318756,1992
1668,VKS RF,Kazakhstan,48.019573,66.923684,1992
1669,VKS RF,Russia,61.52401,105.318756,1992
1670,Arianespace,France,46.227638,2.213749,1992
1671,NASA,USA,37.09024,-95.712891,1992
1672,VKS RF,Russia,61.52401,105.318756,1992
1673,VKS RF,Russia,61.52401,105.318756,1992
1674,Boeing,USA,37.09024,-95.712891,1992
1675,CASC,China,35.86166,104.195397,1992
1676,Martin Marietta,USA,37.09024,-95.712891,1992
1677,NASA,USA,37.09024,-95.712891,1992
1678,Arianespace,France,46.227638,2.213749,1992
1679,Boeing,USA,37.09024,-95.712891,1992
1680,General Dynamics,USA,37.09024,-95.712891,1992
1681,CASC,China,35.86166,104.195397,1992
1682,VKS RF,Russia,61.52401,105.318756,1992
1683,Arianespace,France,46.227638,2.213749,1992
1684,CASC,China,35.86166,104.195397,1992
1685,VKS RF,Russia,61.52401,105.318756,1992
1686,NASA,USA,37.09024,-95.712891,1992
1687,Boeing,USA,37.09024,-95.712891,1992
1688,Boeing,USA,37.09024,-95.712891,1992
1689,RVSN USSR,Russia,61.52401,105.318756,1992
1690,Arianespace,France,46.227638,2.213749,1992
1691,RVSN USSR,Russia,61.52401,105.318756,1992
1692,Boeing,USA,37.09024,-95.712891,1992
1693,General Dynamics,USA,37.09024,-95.712891,1992
1694,RVSN USSR,Russia,61.52401,105.318756,1992
1695,NASA,USA,37.09024,-95.712891,1992
1696,General Dynamics,USA,37.09024,-95.712891,1992
1697,Boeing,USA,37.09024,-95.712891,1992
1698,RVSN USSR,Russia,61.52401,105.318756,1992
1699,Boeing,USA,37.09024,-95.712891,1992
1700,NASA,USA,37.09024,-95.712891,1992
1701,Martin Marietta,USA,37.09024,-95.712891,1992
1702,Arianespace,France,46.227638,2.213749,1992
1703,RVSN USSR,Russia,61.52401,105.318756,1992
1704,Boeing,USA,37.09024,-95.712891,1992
