ID,Organisation,Country,Latitude,Longitude,Year
3381,RVSN USSR,Russia,61.52401,105.318756,1971
3382,ISAS,Japan,36.204824,138.252924,1971
3383,RVSN USSR,Russia,61.52401,105.318756,1971
3384,NASA,USA,37.09024,-95.712891,1971
3385,RVSN USSR,Russia,61.52401,105.318756,1971
3386,General Dynamics,USA,37.09024,-95.712891,1971
3387,US Air Force,USA,37.09024,-95.712891,1971
3388,RVSN USSR,Kazakhstan,48.019573,66.923684,1971
3389,RVSN USSR,Russia,61.52401,105.318756,1971
3390,RVSN USSR,Russia,61.52401,105.318756,1971
3391,RVSN USSR,Kazakhstan,48.019573,66.923684,1971
3392,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3393,RVSN USSR,Russia,61.52401,105.318756,1970
3394,RVSN USSR,Russia,61.52401,105.318756,1970
3395,RVSN USSR,Russia,61.52401,105.318756,1970
3396,RVSN USSR,Russia,61.52401,105.318756,1970
3397,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3398,RVSN USSR,Russia,61.52401,105.318756,1970
3399,CNES,France,46.227638,2.213749,1970
3400,ASI,Kenya,-0.023559,37.906193,1970
3401,RVSN USSR,Russia,61.52401,105.318756,1970
3402,RVSN USSR,Russia,61.52401,105.318756,1970
3403,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3404,RVSN USSR,Russia,61.52401,105.318756,1970
3405,General Dynamics,USA,37.09024,-95.712891,1970
3406,RVSN USSR,Russia,61.52401,105.318756,1970
3407,RVSN USSR,Russia,61.52401,105.318756,1970
3408,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3409,RVSN USSR,Russia,61.52401,105.318756,1970
3410,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3411,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3412,Martin Marietta,USA,37.09024,-95.712891,1970
3413,RAE,Australia,-25.274398,133.775136,1970
3414,RVSN USSR,Russia,61.52401,105.318756,1970
3415,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3416,US Air Force,USA,37.09024,-95.712891,1970
3417,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3418,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3419,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3420,RVSN USSR,Russia,61.52401,105.318756,1970
3421,RVSN USSR,Russia,61.52401,105.318756,1970
3422,RVSN USSR,Russia,61.52401,105.318756,1970
3423,RVSN USSR,Russia,61.52401,105.318756,1970
3424,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3425,RVSN USSR,Russia,61.52401,105.318756,1970
3426,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3427,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3428,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3429,RVSN USSR,Russia,61.52401,105.318756,1970
3430,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3431,RVSN USSR,Russia,61.52401,105.318756,1970
3432,ISAS,Japan,36.204824,138.252924,1970
3433,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3434,RVSN USSR,Russia,61.52401,105.318756,1970
3435,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3436,RVSN USSR,Russia,61.52401,105.318756,1970
3437,General Dynamics,USA,37.09024,-95.712891,1970
3438,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3439,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3440,RVSN USSR,Russia,61.52401,105.318756,1970
3441,RVSN USSR,Russia,61.52401,105.318756,1970
3442,US Air Force,USA,37.09024,-95.712891,1970
3443,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3444,RVSN USSR,Russia,61.52401,105.318756,1970
3445,RVSN USSR,Russia,61.52401,105.318756,1970
3446,RVSN USSR,Russia,61.52401,105.318756,1970
3447,RVSN USSR,Russia,61.52401,105.318756,1970
3448,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3449,RVSN USSR,Russia,61.52401,105.318756,1970
3450,RVSN USSR,Russia,61.52401,105.318756,1970
3451,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3452,RVSN USSR,Russia,61.52401,105.318756,1970
3453,RVSN USSR,Russia,61.52401,105.318756,1970
3454,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3455,RVSN USSR,Russia,61.52401,105.318756,1970
3456,US Air Force,USA,37.09024,-95.712891,1970
3457,RVSN USSR,Russia,61.52401,105.318756,1970
3458,General Dynamics,USA,37.09024,-95.712891,1970
3459,RVSN USSR,Russia,61.52401,105.318756,1970
3460,RVSN USSR,Russia,61.52401,105.318756,1970
3461,RVSN USSR,Russia,61.52401,105.318756,1970
3462,CECLES,Australia,-25.274398,133.775136,1970
3463,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3464,Roscosmos,Kazakhstan,48.019573,66.923684,1970
3465,RVSN USSR,Russia,61.52401,105.318756,1970
3466,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3467,RVSN USSR,Russia,61.52401,105.318756,1970
3468,RVSN USSR,Russia,61.52401,105.318756,1970
3469,RVSN USSR,Russia,61.52401,105.318756,1970
3470,RVSN USSR,Russia,61.52401,105.318756,1970
3471,CASC,China,35.86166,104.195397,1970
3472,RVSN USSR,Russia,61.52401,105.318756,1970
3473,US Air Force,USA,37.09024,-95.712891,1970
3474,RVSN USSR,Russia,61.52401,105.318756,1970
3475,NASA,USA,37.09024,-95.712891,1970
3476,RVSN USSR,Russia,61.52401,105.318756,1970
3477,Martin Marietta,USA,37.09024,-95.712891,1970
3478,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3479,RVSN USSR,Russia,61.52401,105.318756,1970
3480,RVSN USSR,Russia,61.52401,105.318756,1970
3481,RVSN USSR,Russia,61.52401,105.318756,1970
3482,RVSN USSR,Russia,61.52401,105.318756,1970
3483,RVSN USSR,Russia,61.52401,105.318756,1970
3484,RVSN USSR,Russia,61.52401,105.318756,1970
3485,CNES,France,46.227638,2.213749,1970
3486,RVSN USSR,Russia,61.52401,105.318756,1970
3487,RVSN USSR,Russia,61.52401,105.318756,1970
3488,RVSN USSR,Russia,61.52401,105.318756,1970
3489,UT,Japan,36.204824,138.252924,1970
3490,RVSN USSR,Russia,61.52401,105.318756,1970
3491,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3492,RVSN USSR,Russia,61.52401,105.318756,1970
3493,RVSN USSR,Russia,61.52401,105.318756,1970
3494,RVSN USSR,Russia,61.52401,105.318756,1970
3495,RVSN USSR,Russia,61.52401,105.318756,1970
3496,RVSN USSR,Russia,61.52401,105.318756,1970
3497,US Air Force,USA,37.09024,-95.712891,1970
3498,RVSN USSR,Kazakhstan,48.019573,66.923684,1970
3499,RVSN USSR,Russia,61.52401,105.318756,1969
3500,RVSN USSR,Russia,61.52401,105.318756,1969
3501,RVSN USSR,Russia,61.52401,105.318756,1969
3502,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3503,RVSN USSR,Russia,61.52401,105.318756,1969
3504,RVSN USSR,Russia,61.52401,105.318756,1969
3505,RVSN USSR,Russia,61.52401,105.318756,1969
3506,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3507,RVSN USSR,Russia,61.52401,105.318756,1969
3508,RVSN USSR,Russia,61.52401,105.318756,1969
3509,CASC,China,35.86166,104.195397,1969
3510,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3511,NASA,USA,37.09024,-95.712891,1969
3512,RVSN USSR,Russia,61.52401,105.318756,1969
3513,RVSN USSR,Russia,61.52401,105.318756,1969
3514,Yuzhmash,Kazakhstan,48.019573,66.923684,1969
3515,US Air Force,USA,37.09024,-95.712891,1969
3516,RVSN USSR,Russia,61.52401,105.318756,1969
3517,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3518,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3519,RVSN USSR,Russia,61.52401,105.318756,1969
3520,RVSN USSR,Russia,61.52401,105.318756,1969
3521,RVSN USSR,Russia,61.52401,105.318756,1969
3522,RVSN USSR,Russia,61.52401,105.318756,1969
3523,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3524,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3525,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3526,RVSN USSR,Russia,61.52401,105.318756,1969
3527,RVSN USSR,Russia,61.52401,105.318756,1969
3528,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3529,UT,Japan,36.204824,138.252924,1969
3530,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3531,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3532,RVSN USSR,Russia,61.52401,105.318756,1969
3533,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3534,US Air Force,USA,37.09024,-95.712891,1969
3535,RVSN USSR,Russia,61.52401,105.318756,1969
3536,RVSN USSR,Russia,61.52401,105.318756,1969
3537,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3538,RVSN USSR,Russia,61.52401,105.318756,1969
3539,General Dynamics,USA,37.09024,-95.712891,1969
3540,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3541,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3542,RVSN USSR,Russia,61.52401,105.318756,1969
3543,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3544,RVSN USSR,Russia,61.52401,105.318756,1969
3545,NASA,USA,37.09024,-95.712891,1969
3546,RVSN USSR,Russia,61.52401,105.318756,1969
3547,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3548,CECLES,Australia,-25.274398,133.775136,1969
3549,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3550,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3551,RVSN USSR,Russia,61.52401,105.318756,1969
3552,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3553,RVSN USSR,Russia,61.52401,105.318756,1969
3554,US Air Force,USA,37.09024,-95.712891,1969
3555,RVSN USSR,Russia,61.52401,105.318756,1969
3556,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3557,RVSN USSR,Russia,61.52401,105.318756,1969
3558,Martin Marietta,USA,37.09024,-95.712891,1969
3559,RVSN USSR,Russia,61.52401,105.318756,1969
3560,NASA,USA,37.09024,-95.712891,1969
3561,RVSN USSR,Russia,61.52401,105.318756,1969
3562,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3563,US Air Force,USA,37.09024,-95.712891,1969
3564,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3565,General Dynamics,USA,37.09024,-95.712891,1969
3566,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3567,RVSN USSR,Russia,61.52401,105.318756,1969
3568,RVSN USSR,Russia,61.52401,105.318756,1969
3569,RVSN USSR,Russia,61.52401,105.318756,1969
3570,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3571,RVSN USSR,Russia,61.52401,105.318756,1969
3572,General Dynamics,USA,37.09024,-95.712891,1969
3573,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3574,RVSN USSR,Russia,61.52401,105.318756,1969
3575,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3576,RVSN USSR,Russia,61.52401,105.318756,1969
3577,General Dynamics,USA,37.09024,-95.712891,1969
3578,RVSN USSR,Russia,61.52401,105.318756,1969
3579,RVSN USSR,Russia,61.52401,105.318756,1969
3580,RVSN USSR,Russia,61.52401,105.318756,1969
3581,RVSN USSR,Russia,61.52401,105.318756,1969
3582,RVSN USSR,Russia,61.52401,105.318756,1969
3583,US Air Force,USA,37.09024,-95.712891,1969
3584,NASA,USA,37.09024,-95.712891,1969
3585,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3586,RVSN USSR,Russia,61.52401,105.318756,1969
3587,General Dynamics,USA,37.09024,-95.712891,1969
3588,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3589,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3590,Martin Marietta,USA,37.09024,-95.712891,1969
3591,RVSN USSR,Russia,61.52401,105.318756,1969
3592,RVSN USSR,Russia,61.52401,105.318756,1969
3593,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3594,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3595,US Air Force,USA,37.09024,-95.712891,1969
3596,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3597,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3598,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3599,RVSN USSR,Russia,61.52401,105.318756,1969
3600,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3601,RVSN USSR,Kazakhstan,48.019573,66.923684,1969
3602,RVSN USSR,Russia,61.52401,105.318756,1968
3603,NASA,USA,37.09024,-95.712891,1968
3604,RVSN USSR,Russia,61.52401,105.318756,1968
3605,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3606,RVSN USSR,Russia,61.52401,105.318756,1968
3607,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3608,General Dynamics,USA,37.09024,-95.712891,1968
3609,US Air Force,USA,37.09024,-95.712891,1968
3610,RVSN USSR,Russia,61.52401,105.318756,1968
3611,RVSN USSR,Russia,61.52401,105.318756,1968
3612,RVSN USSR,Russia,61.52401,105.318756,1968
3613,CECLES,Australia,-25.274398,133.775136,1968
3614,RVSN USSR,Russia,61.52401,105.318756,1968
3615,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3616,RVSN USSR,Russia,61.52401,105.318756,1968
3617,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3618,US Air Force,USA,37.09024,-95.712891,1968
3619,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3620,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3621,RVSN USSR,Russia,61.52401,105.318756,1968
3622,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3623,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3624,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3625,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3626,NASA,USA,37.09024,-95.712891,1968
3627,RVSN USSR,Russia,61.52401,105.318756,1968
3628,RVSN USSR,Russia,61.52401,105.318756,1968
3629,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3630,RVSN USSR,Russia,61.52401,105.318756,1968
3631,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3632,Martin Marietta,USA,37.09024,-95.712891,1968
3633,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3634,RVSN USSR,Russia,61.52401,105.318756,1968
3635,RVSN USSR,Russia,61.52401,105.318756,1968
3636,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3637,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3638,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3639,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3640,RVSN USSR,Russia,61.52401,105.318756,1968
3641,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3642,General Dynamics,USA,37.09024,-95.712891,1968
3643,General Dynamics,USA,37.09024,-95.712891,1968
3644,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3645,US Air Force,USA,37.09024,-95.712891,1968
3646,US Air Force,USA,37.09024,-95.712891,1968
3647,General Dynamics,USA,37.09024,-95.712891,1968
3648,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3649,RVSN USSR,Russia,61.52401,105.318756,1968
3650,RVSN USSR,Russia,61.52401,105.318756,1968
3651,General Dynamics,USA,37.09024,-95.712891,1968
3652,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3653,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3654,RVSN USSR,Russia,61.52401,105.318756,1968
3655,RVSN USSR,Russia,61.52401,105.318756,1968
3656,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3657,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3658,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3659,Martin Marietta,USA,37.09024,-95.712891,1968
3660,RVSN USSR,Russia,61.52401,105.318756,1968
3661,RVSN USSR,Russia,61.52401,105.318756,1968
3662,US Air Force,USA,37.09024,-95.712891,1968
3663,RVSN USSR,Russia,61.52401,105.318756,1968
3664,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3665,RVSN USSR,Russia,61.52401,105.318756,1968
3666,RVSN USSR,Russia,61.52401,105.318756,1968
3667,RVSN USSR,Russia,61.52401,105.318756,1968
3668,RVSN USSR,Russia,61.52401,105.318756,1968
3669,RVSN USSR,Russia,61.52401,105.318756,1968
3670,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3671,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3672,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3673,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3674,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3675,RVSN USSR,Russia,61.52401,105.318756,1968
3676,RVSN USSR,Russia,61.52401,105.318756,1968
3677,US Air Force,USA,37.09024,-95.712891,1968
3678,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3679,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3680,RVSN USSR,Russia,61.52401,105.318756,1968
3681,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3682,General Dynamics,USA,37.09024,-95.712891,1968
3683,NASA,USA,37.09024,-95.712891,1968
3684,RVSN USSR,Russia,61.52401,105.318756,1968
3685,OKB-586,Kazakhstan,48.019573,66.923684,1968
3686,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3687,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3688,RVSN USSR,Russia,61.52401,105.318756,1968
3689,RVSN USSR,Russia,61.52401,105.318756,1968
3690,US Air Force,USA,37.09024,-95.712891,1968
3691,RVSN USSR,Russia,61.52401,105.318756,1968
3692,RVSN USSR,Russia,61.52401,105.318756,1968
3693,RVSN USSR,Russia,61.52401,105.318756,1968
3694,General Dynamics,USA,37.09024,-95.712891,1968
3695,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3696,RVSN USSR,Russia,61.52401,105.318756,1968
3697,RVSN USSR,Russia,61.52401,105.318756,1968
3698,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3699,RVSN USSR,Kazakhstan,48.019573,66.923684,1968
3700,NASA,USA,37.09024,-95.712891,1968
3701,RVSN USSR,Russia,61.52401,105.318756,1968
3702,US Air Force,USA,37.09024,-95.712891,1968
3703,RVSN USSR,Russia,61.52401,105.318756,1968
3704,General Dynamics,USA,37.09024,-95.712891,1968
3705,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3706,RVSN USSR,Russia,61.52401,105.318756,1967
3707,RVSN USSR,Russia,61.52401,105.318756,1967
3708,RVSN USSR,Russia,61.52401,105.318756,1967
3709,US Air Force,USA,37.09024,-95.712891,1967
3710,RVSN USSR,Russia,61.52401,105.318756,1967
3711,AMBA,Australia,-25.274398,133.775136,1967
3712,RVSN USSR,Russia,61.52401,105.318756,1967
3713,RVSN USSR,Russia,61.52401,105.318756,1967
3714,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3715,RVSN USSR,Russia,61.52401,105.318756,1967
3716,NASA,USA,37.09024,-95.712891,1967
3717,General Dynamics,USA,37.09024,-95.712891,1967
3718,General Dynamics,USA,37.09024,-95.712891,1967
3719,RVSN USSR,Russia,61.52401,105.318756,1967
3720,RVSN USSR,Russia,61.52401,105.318756,1967
3721,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3722,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3723,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3724,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3725,US Air Force,USA,37.09024,-95.712891,1967
3726,RVSN USSR,Russia,61.52401,105.318756,1967
3727,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3728,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3729,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3730,OKB-586,Kazakhstan,48.019573,66.923684,1967
3731,RVSN USSR,Russia,61.52401,105.318756,1967
3732,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3733,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3734,RVSN USSR,Russia,61.52401,105.318756,1967
3735,RVSN USSR,Russia,61.52401,105.318756,1967
3736,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3737,US Air Force,USA,37.09024,-95.712891,1967
3738,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3739,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3740,RVSN USSR,Russia,61.52401,105.318756,1967
3741,RVSN USSR,Russia,61.52401,105.318756,1967
3742,General Dynamics,USA,37.09024,-95.712891,1967
3743,RVSN USSR,Russia,61.52401,105.318756,1967
3744,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3745,RVSN USSR,Russia,61.52401,105.318756,1967
3746,US Air Force,USA,37.09024,-95.712891,1967
3747,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3748,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3749,General Dynamics,USA,37.09024,-95.712891,1967
3750,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3751,General Dynamics,USA,37.09024,-95.712891,1967
3752,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3753,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3754,General Dynamics,USA,37.09024,-95.712891,1967
3755,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3756,Martin Marietta,USA,37.09024,-95.712891,1967
3757,RVSN USSR,Russia,61.52401,105.318756,1967
3758,US Air Force,USA,37.09024,-95.712891,1967
3759,RVSN USSR,Russia,61.52401,105.318756,1967
3760,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3761,RVSN USSR,Russia,61.52401,105.318756,1967
3762,General Dynamics,USA,37.09024,-95.712891,1967
3763,RVSN USSR,Russia,61.52401,105.318756,1967
3764,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3765,RVSN USSR,Russia,61.52401,105.318756,1967
3766,RVSN USSR,Russia,61.52401,105.318756,1967
3767,General Dynamics,USA,37.09024,-95.712891,1967
3768,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3769,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3770,General Dynamics,USA,37.09024,-95.712891,1967
3771,RVSN USSR,Russia,61.52401,105.318756,1967
3772,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3773,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3774,RVSN USSR,Russia,61.52401,105.318756,1967
3775,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3776,General Dynamics,USA,37.09024,-95.712891,1967
3777,Martin Marietta,USA,37.09024,-95.712891,1967
3778,RVSN USSR,Russia,61.52401,105.318756,1967
3779,US Air Force,USA,37.09024,-95.712891,1967
3780,ASI,Kenya,-0.023559,37.906193,1967
3781,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3782,General Dynamics,USA,37.09024,-95.712891,1967
3783,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3784,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3785,General Dynamics,USA,37.09024,-95.712891,1967
3786,RVSN USSR,Russia,61.52401,105.318756,1967
3787,UT,Japan,36.204824,138.252924,1967
3788,RVSN USSR,Russia,61.52401,105.318756,1967
3789,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3790,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3791,RVSN USSR,Russia,61.52401,105.318756,1967
3792,RVSN USSR,Russia,61.52401,105.318756,1967
3793,RVSN USSR,Russia,61.52401,105.318756,1967
3794,RVSN USSR,Russia,61.52401,105.318756,1967
3795,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3796,RVSN USSR,Russia,61.52401,105.318756,1967
3797,RVSN USSR,Russia,61.52401,105.318756,1967
3798,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3799,US Air Force,USA,37.09024,-95.712891,1967
3800,Arm??e de l'Air,France,46.227638,2.213749,1967
3801,RVSN USSR,Russia,61.52401,105.318756,1967
3802,RVSN USSR,Russia,61.52401,105.318756,1967
3803,Arm??e de l'Air,France,46.227638,2.213749,1967
3804,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3805,General Dynamics,USA,37.09024,-95.712891,1967
3806,General Dynamics,USA,37.09024,-95.712891,1967
3807,NASA,USA,37.09024,-95.712891,1967
3808,RVSN USSR,Kazakhstan,48.019573,66.923684,1967
3809,RVSN USSR,Russia,61.52401,105.318756,1967
3810,Martin Marietta,USA,37.09024,-95.712891,1967
3811,RVSN USSR,Russia,61.52401,105.318756,1966
3812,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3813,UT,Japan,36.204824,138.252924,1966
3814,RVSN USSR,Russia,61.52401,105.318756,1966
3815,US Air Force,USA,37.09024,-95.712891,1966
3816,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3817,RVSN USSR,Russia,61.52401,105.318756,1966
3818,General Dynamics,USA,37.09024,-95.712891,1966
3819,General Dynamics,USA,37.09024,-95.712891,1966
3820,General Dynamics,USA,37.09024,-95.712891,1966
3821,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3822,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3823,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3824,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3825,RVSN USSR,Russia,61.52401,105.318756,1966
3826,NASA,USA,37.09024,-95.712891,1966
3827,General Dynamics,USA,37.09024,-95.712891,1966
3828,General Dynamics,USA,37.09024,-95.712891,1966
3829,Martin Marietta,USA,37.09024,-95.712891,1966
3830,General Dynamics,USA,37.09024,-95.712891,1966
3831,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3832,General Dynamics,USA,37.09024,-95.712891,1966
3833,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3834,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3835,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3836,RVSN USSR,Russia,61.52401,105.318756,1966
3837,General Dynamics,USA,37.09024,-95.712891,1966
3838,General Dynamics,USA,37.09024,-95.712891,1966
3839,US Air Force,USA,37.09024,-95.712891,1966
3840,UT,Japan,36.204824,138.252924,1966
3841,General Dynamics,USA,37.09024,-95.712891,1966
3842,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3843,General Dynamics,USA,37.09024,-95.712891,1966
3844,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3845,NASA,USA,37.09024,-95.712891,1966
3846,General Dynamics,USA,37.09024,-95.712891,1966
3847,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3848,Martin Marietta,USA,37.09024,-95.712891,1966
3849,NASA,USA,37.09024,-95.712891,1966
3850,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3851,General Dynamics,USA,37.09024,-95.712891,1966
3852,General Dynamics,USA,37.09024,-95.712891,1966
3853,General Dynamics,USA,37.09024,-95.712891,1966
3854,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3855,US Air Force,USA,37.09024,-95.712891,1966
3856,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3857,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3858,NASA,USA,37.09024,-95.712891,1966
3859,General Dynamics,USA,37.09024,-95.712891,1966
3860,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
3861,General Dynamics,USA,37.09024,-95.712891,1966
3862,General Dynamics,USA,37.09024,-95.712891,1966
3863,RVSN USSR,Russia,61.52401,105.318756,1966
3864,RVSN USSR,Kazakhstan,48.019573,66.923684,1966
