ID,Organisation,Location,Detail,Rocket_Status,Price(USDbillion),Mission_Status,New_Date,Year,Months,Country,Latitude,Longitude
1132,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7326 | Genesis Probe,StatusRetired,,Success,8/8/2001,2001,August,USA,37.09024,-95.712891
1133,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(402)B | DSP,StatusRetired,,Success,8/6/2001,2001,August,USA,37.09024,-95.712891
1134,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | GOES-M,StatusRetired,,Success,7/23/2001,2001,July,USA,37.09024,-95.712891
1135,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3K n†­170,StatusRetired,,Success,7/20/2001,2001,July,Russia,61.52401,105.318756
1136,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | Artemis & BSAT-2b,StatusRetired,,Partial Failure,7/12/2001,2001,July,France,46.227638,2.213749
1137,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-104,StatusRetired,$450.00 ,Success,7/12/2001,2001,July,USA,37.09024,-95.712891
1138,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7425-10C | WMAP,StatusRetired,,Success,6/30/2001,2001,June,USA,37.09024,-95.712891
1139,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIAS | ICO F2,StatusRetired,,Success,6/19/2001,2001,June,USA,37.09024,-95.712891
1140,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | Intelsat 901,StatusRetired,,Success,6/9/2001,2001,June,France,46.227638,2.213749
1141,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2378,StatusRetired,,Success,6/8/2001,2001,June,Russia,61.52401,105.318756
1142,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7925 | NROL-17 (GeoLITE),StatusRetired,,Success,5/18/2001,2001,May,USA,37.09024,-95.712891
1143,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | XM-1,StatusActive,,Success,5/8/2001,2001,May,Pacific Ocean,,
1144,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Endeavour | STS-100,StatusRetired,$450.00 ,Success,4/19/2001,2001,April,USA,37.09024,-95.712891
1145,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk I | GSAT-1,StatusRetired,$47.00 ,Partial Failure,4/18/2001,2001,April,India,20.593684,78.96288
1146,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | Mars Odyssey,StatusRetired,,Success,4/7/2001,2001,April,USA,37.09024,-95.712891
1147,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | XM-2,StatusActive,,Success,3/18/2001,2001,March,Pacific Ocean,,
1148,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | Eurobird-1 & BSat-2a,StatusRetired,,Success,3/8/2001,2001,March,France,46.227638,2.213749
1149,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-102,StatusRetired,$450.00 ,Success,3/8/2001,2001,March,USA,37.09024,-95.712891
1150,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(401)B | Milstar DFS-4,StatusRetired,,Success,2/27/2001,2001,February,USA,37.09024,-95.712891
1151,MITT,"Svobodny Cosmodrome, Russia",Start-1 | Odin,StatusActive,,Success,2/20/2001,2001,February,Russia,61.52401,105.318756
1152,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-98,StatusRetired,$450.00 ,Success,2/7/2001,2001,February,USA,37.09024,-95.712891
1153,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Ariane 44L | Sicral-1, Skynet 4F",StatusRetired,,Success,2/7/2001,2001,February,France,46.227638,2.213749
1154,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-7,StatusRetired,,Success,1/30/2001,2001,January,USA,37.09024,-95.712891
1155,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44P | Turksat 2A,StatusRetired,,Success,1/10/2001,2001,January,France,46.227638,2.213749
1156,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Long March 2F | Shenzhou 2,StatusActive,,Success,1/9/2001,2001,January,China,35.86166,104.195397
1157,VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia",Tsyklon-3 | Cosmos 2377 to 2379 & Gonets 7 to 9,StatusRetired,,Failure,12/27/2000,2000,December,Russia,61.52401,105.318756
1158,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Beidou-1B,StatusActive,$69.70 ,Success,12/20/2000,2000,December,China,35.86166,104.195397
1159,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 G | Astra 2D, GE-8, LDREX",StatusRetired,,Success,12/20/2000,2000,December,France,46.227638,2.213749
1160,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | NROL-10,StatusRetired,,Success,12/6/2000,2000,December,USA,37.09024,-95.712891
1161,MITT,"Svobodny Cosmodrome, Russia",Start-1 | EROS A,StatusActive,,Success,12/5/2000,2000,December,Russia,61.52401,105.318756
1162,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Endeavour | STS-97,StatusRetired,$450.00 ,Success,11/30/2000,2000,November,USA,37.09024,-95.712891
1163,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | Anik F1,StatusRetired,,Success,11/21/2000,2000,November,France,46.227638,2.213749
1164,Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7320-10C | EO-1 / SAC-C,StatusRetired,,Success,11/21/2000,2000,November,USA,37.09024,-95.712891
1165,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | QuickBird-1,StatusRetired,,Failure,11/20/2000,2000,November,Russia,61.52401,105.318756
1166,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Ariane 5 G | PanAmSat-1R, Amsat-P3D, STRV 1C, STRV 1D",StatusRetired,,Success,11/16/2000,2000,November,France,46.227638,2.213749
1167,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-6,StatusRetired,,Success,11/10/2000,2000,November,USA,37.09024,-95.712891
1168,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | Beidou-1A,StatusActive,$69.70 ,Success,10/30/2000,2000,October,China,35.86166,104.195397
1169,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44LP | EuropeStar F1,StatusRetired,,Success,10/29/2000,2000,October,France,46.227638,2.213749
1170,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | Thuraya 1,StatusActive,,Success,10/21/2000,2000,October,Pacific Ocean,,
1171,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | DSCS III-B11,StatusRetired,,Success,10/20/2000,2000,October,USA,37.09024,-95.712891
1172,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-92,StatusRetired,$450.00 ,Success,10/11/2000,2000,October,USA,37.09024,-95.712891
1173,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",Pegasus | HETE 2,StatusRetired,$40.00 ,Success,10/9/2000,2000,October,USA,37.09024,-95.712891
1174,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 42L | N-SAT 110,StatusRetired,,Success,10/6/2000,2000,October,France,46.227638,2.213749
1175,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Dnepr | Megsat 1 & Others,StatusRetired,$29.00 ,Success,9/26/2000,2000,September,Kazakhstan,48.019573,66.923684
1176,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 2372,StatusRetired,,Success,9/25/2000,2000,September,Kazakhstan,48.019573,66.923684
1177,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",Titan II(23)G | NOAA-16,StatusRetired,$35.00 ,Success,9/21/2000,2000,September,USA,37.09024,-95.712891
1178,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | Astra 2B & GE-7,StatusRetired,,Success,9/14/2000,2000,September,France,46.227638,2.213749
1179,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-106,StatusRetired,$450.00 ,Success,9/8/2000,2000,September,USA,37.09024,-95.712891
1180,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44P | Eutelsat W1,StatusRetired,,Success,9/6/2000,2000,September,France,46.227638,2.213749
1181,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta III 8930 | DM F3,StatusRetired,,Success,8/23/2000,2000,August,USA,37.09024,-95.712891
1182,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",Titan IV(403)B | NROL-11 (Onyx),StatusRetired,,Success,8/17/2000,2000,August,USA,37.09024,-95.712891
1183,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","Ariane 44LP | Brasilsat B4, Nilesat 102",StatusRetired,,Success,8/17/2000,2000,August,France,46.227638,2.213749
1184,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | PAS 9,StatusActive,,Success,7/28/2000,2000,July,Pacific Ocean,,
1185,Northrop,"SLC-8, Vandenberg AFB, California, USA",Minotaur I | MightySat 2.1,StatusActive,$40.00 ,Success,7/19/2000,2000,July,USA,37.09024,-95.712891
1186,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-5,StatusRetired,,Success,7/16/2000,2000,July,USA,37.09024,-95.712891
1187,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Cosmos-3M (11K65M) | CHAMP, MITA & Rubin 1",StatusRetired,,Success,7/15/2000,2000,July,Russia,61.52401,105.318756
1188,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Echostar 6,StatusRetired,,Success,7/14/2000,2000,July,USA,37.09024,-95.712891
1189,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | TDRS-H,StatusRetired,,Success,6/30/2000,2000,June,USA,37.09024,-95.712891
1190,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Cosmos-3M (11K65M) | Nadiezhda n†­9, Tsinghua-1 & SNAP-1",StatusRetired,,Success,6/28/2000,2000,June,Russia,61.52401,105.318756
1191,CASC,"LC-3, Xichang Satellite Launch Center, China",Long March 3 | Fengyun-2B,StatusRetired,,Success,6/25/2000,2000,June,China,35.86166,104.195397
1192,Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL | TSX-5,StatusActive,$40.00 ,Success,6/7/2000,2000,June,USA,37.09024,-95.712891
1193,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIIA | Eutelsat W4,StatusRetired,,Success,5/24/2000,2000,May,USA,37.09024,-95.712891
1194,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Atlantis | STS-101,StatusRetired,$450.00 ,Success,5/19/2000,2000,May,USA,37.09024,-95.712891
1195,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Rokot/Briz KM | SimSat 1 & 2 (Iridium),StatusRetired,$41.80 ,Success,5/16/2000,2000,May,Russia,61.52401,105.318756
1196,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | GPS IIR-4,StatusRetired,,Success,5/11/2000,2000,May,USA,37.09024,-95.712891
1197,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(402)B | DSP,StatusRetired,,Success,5/8/2000,2000,May,USA,37.09024,-95.712891
1198,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | GOES-L,StatusRetired,,Success,5/3/2000,2000,May,USA,37.09024,-95.712891
1199,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 42L | Galaxy 4R,StatusRetired,,Success,4/19/2000,2000,April,France,46.227638,2.213749
1200,Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7326 | IMAGE,StatusRetired,,Success,3/25/2000,2000,March,USA,37.09024,-95.712891
1201,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | INSAT-3B & AsiaStar,StatusRetired,,Success,3/21/2000,2000,March,France,46.227638,2.213749
1202,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | ICO F-1,StatusActive,,Failure,3/12/2000,2000,March,Pacific Ocean,,
1203,Northrop,"SLC-576E, Vandenberg AFB, California, USA",Minotaur C (Taurus) | Multispectral Thermal Imager (MTI),StatusActive,$45.00 ,Success,3/12/2000,2000,March,USA,37.09024,-95.712891
1204,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Cosmos 2369,StatusRetired,,Success,3/2/2000,2000,March,Kazakhstan,48.019573,66.923684
1205,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44LP | Superbird 4,StatusRetired,,Success,2/18/2000,2000,February,France,46.227638,2.213749
1206,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Endeavour | STS-99,StatusRetired,$450.00 ,Success,2/11/2000,2000,February,USA,37.09024,-95.712891
1207,ISAS,"Mu Pad, Uchinoura Space Center, Japan",Mu-V / M-24 | Astro E,StatusRetired,,Failure,2/10/2000,2000,February,Japan,36.204824,138.252924
1208,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7920-10C | Globalstar 7,StatusRetired,,Success,2/8/2000,2000,February,USA,37.09024,-95.712891
1209,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Hispasat 1C,StatusRetired,,Success,2/3/2000,2000,February,USA,37.09024,-95.712891
1210,Northrop,"SLC-8, Vandenberg AFB, California, USA",Minotaur I | JAWSat,StatusActive,$40.00 ,Success,1/27/2000,2000,January,USA,37.09024,-95.712891
1211,CASC,"LC-2, Xichang Satellite Launch Center, China",Long March 3A | ChinaSat-22,StatusActive,$69.70 ,Success,1/25/2000,2000,January,China,35.86166,104.195397
1212,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 42L | Galaxy 10R,StatusRetired,,Success,1/25/2000,2000,January,France,46.227638,2.213749
1213,Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIA | DSCS IIIB-8,StatusRetired,,Success,1/21/2000,2000,January,USA,37.09024,-95.712891
1214,Northrop,"SLC-576E, Vandenberg AFB, California, USA",Minotaur C (Taurus) | KOMPSAT & ACRIMSAT,StatusActive,$45.00 ,Success,12/31/1999,1999,December,USA,37.09024,-95.712891
1215,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Molniya-M /Block 2BL | Cosmos 2368,StatusRetired,,Success,12/27/1999,1999,December,Russia,61.52401,105.318756
1216,VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Tsyklon-2 | Cosmos 2367,StatusRetired,,Success,12/26/1999,1999,December,Kazakhstan,48.019573,66.923684
1217,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44L | Galaxy-11,StatusRetired,,Success,12/22/1999,1999,December,France,46.227638,2.213749
1218,NASA,"LC-39A, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-103,StatusRetired,$450.00 ,Success,12/20/1999,1999,December,USA,37.09024,-95.712891
1219,Lockheed,"SLC-3E, Vandenberg AFB, California, USA",Atlas IIAS | Terra,StatusRetired,,Success,12/18/1999,1999,December,USA,37.09024,-95.712891
1220,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",Titan II(23)G | USA-147,StatusRetired,$35.00 ,Success,12/12/1999,1999,December,USA,37.09024,-95.712891
1221,AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil",VLS-1 | SACI-2,StatusActive,,Failure,12/11/1999,1999,December,Brazil,-14.235004,-51.92528
1222,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Ariane 5 G | XMM-Newton,StatusRetired,,Success,12/10/1999,1999,December,France,46.227638,2.213749
1223,Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL/HAPS | Orbcomm D1-D8,StatusActive,$40.00 ,Success,12/4/1999,1999,December,USA,37.09024,-95.712891
1224,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 40 | Helios 1B & Cl??mentine,StatusRetired,,Success,12/3/1999,1999,December,France,46.227638,2.213749
1225,Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",Atlas IIA | UHF F10,StatusRetired,,Success,11/23/1999,1999,November,USA,37.09024,-95.712891
1226,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Long March 2F | Shenzhou 1,StatusActive,,Success,11/19/1999,1999,November,China,35.86166,104.195397
1227,MHI,"LA-Y1, Tanegashima Space Center, Japan",H-IIS | Himawari 6,StatusRetired,,Failure,11/15/1999,1999,November,Japan,36.204824,138.252924
1228,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44LP | GE-4,StatusRetired,,Success,11/13/1999,1999,November,France,46.227638,2.213749
1229,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44LP | Orion 2,StatusRetired,,Success,10/19/1999,1999,October,France,46.227638,2.213749
1230,CASC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | CBERS-1 & SACI 1,StatusActive,$64.68 ,Success,10/14/1999,1999,October,China,35.86166,104.195397
1231,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Zenit-3 SL | DirecTV 1R,StatusActive,,Success,10/10/1999,1999,October,Pacific Ocean,,
1232,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 44LP | Telstar 7,StatusRetired,,Success,9/25/1999,1999,September,France,46.227638,2.213749
1233,Lockheed,"SLC-6, Vandenberg AFB, California, USA",Athena II | Ikonos 1,StatusRetired,,Success,9/24/1999,1999,September,USA,37.09024,-95.712891
1234,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Echostar 5,StatusRetired,,Success,9/23/1999,1999,September,USA,37.09024,-95.712891
1235,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 42P | Koreasat-3,StatusRetired,,Success,9/4/1999,1999,September,France,46.227638,2.213749
1236,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Cosmos-3M (11K65M) | Cosmos 2366,StatusRetired,,Success,8/26/1999,1999,August,Russia,61.52401,105.318756
1237,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7420-10C | Globalstar 6,StatusRetired,,Success,8/17/1999,1999,August,USA,37.09024,-95.712891
1238,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",Ariane 42P | Telkom-1,StatusRetired,,Success,8/12/1999,1999,August,France,46.227638,2.213749
1239,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7925 | USA-145 (GPS IIR-3),StatusRetired,,Success,8/7/1999,1999,August,USA,37.09024,-95.712891
1240,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7420-10C | Globalstar 5,StatusRetired,,Success,7/25/1999,1999,July,USA,37.09024,-95.712891
1241,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Columbia | STS-93,StatusRetired,$450.00 ,Success,7/23/1999,1999,July,USA,37.09024,-95.712891
1242,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Zenit-2 | Okean-O n†­1,StatusRetired,,Success,7/17/1999,1999,July,Kazakhstan,48.019573,66.923684
1243,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7420-10C | Globalstar 4,StatusRetired,,Success,7/10/1999,1999,July,USA,37.09024,-95.712891
1244,VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia",Molniya-M /Block ML | Molniya-3 n†­169,StatusRetired,,Success,7/8/1999,1999,July,Russia,61.52401,105.318756
1245,Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Delta II 7320-10C | FUSE,StatusRetired,,Success,6/24/1999,1999,June,USA,37.09024,-95.712891
1246,Lockheed,"SLC-4W, Vandenberg AFB, California, USA",Titan II(23)G | QuikSCAT,StatusRetired,$35.00 ,Success,6/20/1999,1999,June,USA,37.09024,-95.712891
1247,CASC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 2C | Iridium 92 & 93,StatusActive,$30.80 ,Success,6/11/1999,1999,June,China,35.86166,104.195397
1248,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta II 7420-10C | Globalstar 3,StatusRetired,,Success,6/10/1999,1999,June,USA,37.09024,-95.712891
1249,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","PSLV-G | IRS-P4, DLR-Tubsat, & Kitsat-3",StatusRetired,$25.00 ,Success,5/29/1999,1999,May,India,20.593684,78.96288
1250,NASA,"LC-39B, Kennedy Space Center, Florida, USA",Space Shuttle Discovery | STS-96,StatusRetired,$450.00 ,Success,5/27/1999,1999,May,USA,37.09024,-95.712891
1251,Lockheed,"SLC-4E, Vandenberg AFB, California, USA",Titan IV(404)B | NROL-9 (Misty),StatusRetired,,Success,5/22/1999,1999,May,USA,37.09024,-95.712891
1252,Northrop,"Stargazer, Vandenberg AFB, California, USA",Pegasus XL/HAPS | TERRIERS & MUBLCOM,StatusActive,$40.00 ,Success,5/18/1999,1999,May,USA,37.09024,-95.712891
1253,CASC,"LC-7, Taiyuan Satellite Launch Center, China",Long March 4B | Fengyun 1C & Shijian-5,StatusActive,$64.68 ,Success,5/10/1999,1999,May,China,35.86166,104.195397
1254,Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Delta III 8930 | Orion 3,StatusRetired,,Failure,5/5/1999,1999,May,USA,37.09024,-95.712891
1255,Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Titan IV(401)B | Milstar DFS-3m,StatusRetired,,Failure,4/30/1999,1999,April,USA,37.09024,-95.712891
1256,VKS RF,"Site 107/1, Kapustin Yar, Russia",Cosmos-3M (11K65M) | ABRIXAS & Megsat 0,StatusRetired,,Success,4/28/1999,1999,April,Russia,61.52401,105.318756
1257,Lockheed,"SLC-6, Vandenberg AFB, California, USA",Athena II | Ikonos,StatusRetired,,Failure,4/27/1999,1999,April,USA,37.09024,-95.712891
1258,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Dnepr | UoSat 12,StatusRetired,$29.00 ,Success,4/21/1999,1999,April,Kazakhstan,48.019573,66.923684
1259,Boeing,"SLC-2W, Vandenberg AFB, California, USA",Delta II 7920-10 | Landsat 7,StatusRetired,,Success,4/15/1999,1999,April,USA,37.09024,-95.712891
1260,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Atlas IIAS | Eutelsat W3,StatusRetired,,Success,4/12/1999,1999,April,USA,37.09024,-95.712891
1261,Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA",Titan IV(402)B | DSP,StatusRetired,,Failure,4/9/1999,1999,April,USA,37.09024,-95.712891
